French,German,de_adv1,de_adv2,de_adv3,de_adv4,fr_adv1,fr_adv2,fr_adv3,fr_adv4
"Cette baisse de croissance s'explique, - - … essentiellement, par des baisses de la valeur ajoutée des différent sous-secteurs. ;",-Dieser Wachstumsrückgang erklärt sich im Wesentlichen durch Rückgänge des-Mehrwerts der verschiedenen ; Teilsektoren. ; ;,Dieser Effizienzanstieg erklärt sich. ım Wesentlichen durch die Steigerungen der Produktivität in den _ verschiedenen Teilsektoren.,Dieser Strukturwandel erklärt sıch ım Wesentlichen durch die Veränderungen ın der Bedeutung der . verschiedenen  Teilsektoren. ;,“ Dieser Prôduktionsrücklauf erklärt sich ım Wesentlichen durch die Abnahme.des Outputs der verschiedeènen Teilsektoren. ; ;,Dieser Investitionsabfall erklärt sich ım Wesentlichen ; durch den Rückgang der Finanzierungen ın den‘ verschiedenen Teilsektoren. .,"Cette hausse de croissance s'explique, essentiellement, par des augmentations de-la valeur ajoutée des différents sous-secteurs.","Cette baisse de croissance s'interprète, ; essentiellement, comme des baisses de la valeur ajoutée.des différents sous-secteurs.","« Cette baisse de l'activité s'explique, - . ‚essentiellement, par des baisses de.la valeur ajoutée ; des différents sous-secteurs: ;","Cette baisse.de croissance s'explique, ; essentiellement, par des baisses.dans l'effectif des différents sous-secteurs."
"-Il s'agit, notamment; des transport et communications (-4,8% contre +5,3%), hôtels, cafés et restaurants ° (-2,7% contre +5,5%), commerce (-1,5% contre +4,8%) et . - enfin les services fournis aux’menages (-1,8% contre ; +3,8%). ;","Hierbei handelt es sich insbesondere um Transport und Kommunikation (-4,8 % gegenüber +5,3 %), Hotels, Cafés und Restaurants (-2,7 % gegentber +5,5 %), Handel  | (-1,5 % gegenüber +4,8 %) und schlieBlich . Dienstleistungen. für Haushalte (-1,8 %'gegenüber +3,8 - %).","Hierbei geht es besonders um Transport und  Kommunikation (-5,8 % gegentiber +6,3 %), Hotels, Cafés - und Restaurants-(-3,7 % gegenüber +6:5 %), Handel ; “ (°2,5 % gegenüber +5,8 %) und schlussendlich ; .. Dienstleistungen für Haushalte (-2;8 % gegenüber +4;8::.., -","Hier dreht sich alles um Transport und Kommunikation . (-6,8 % gegenüber +7,3 %), Hotels, Cafés und ; Restaurants (-4,7 % gegenüber +7,5:%); Handel (-3,5 % ; gegenüber +6,8 %) und abschlieBend Dienstleistungen  ; für Haushalte (-3,8 % gegenüber +5,8 %).","Hierbei handelt es hauptsächlich um Transport und ; Kommunikätion (-7,8 % gegenüber +8,3 %), Hotels, Cafés “ und Restaurants (-5,7.% gegenüber +8,5 %), Handèl I (-4,5 % gegenüber +7,8 %) und letztendlich Dienstleistungen für Haushalté (-4,8 % gegenüber +6,8","Dabei geht es speziell um Transport und Kommunikation — (-8,8 % gegentiber +9,3.%), Hotels, Cafés und  Restaurants (-6,7 % gegenüber +9,5 %), Handel (-5,5 % gegenübèr +8,8 %) und zuletzt Dienstleistungen für ; . Haushalte (-5,8 % gegenüber +7,8 %). ; ;","Il s'agit, spécialement, des'arts et spectacles (-5,9% ; contre +4,2%); librairies, cinémas et musées (-3,4% ; contre +6,5%), culture (-2,1% contre.+3,7%) et enfin les services fournis aux étudiants (-2,8%-contre. … +4,8%).","Il concerne, principalement, la technologie et l'informatique (-3,6% contre +5,4%), logiciels, . ‘ gadgets et ordinateurs.(-4,7%.contre +6,3%), marches ; en ligne (-2,5% contre +5,6%) et enfin les services fournis aux entreprises (-2,6% contre +4,7%). ;","Il s'agit, essentiellement, de l'agriculture et la ; pêche (-4,3% contre +5,1%), élevage, plantes et produits de la mer (-3,5% contre +5,7%), marchés alimentaires (-2,2% contre +4,9%) et enfin les . services fournis aux agriculteurs (-2,9% contre +4,6%). , ; ;","Il s'agit, notamment, des.sports et loisirs (-4,1%  contre +5,2%), clubs, pares et installations de remise  ‚en -forme (-3,2% contre +5,8%), vente de billets (-2,4% contre +S,0%) et enfin-les services fournis aux  Joueurs (-2,7% contre +4,5%). ;"
"Cette tendance a caractérisé, aussi les services non ; “ marchands avec-une baisse de croissance de (-1,6%) ; contre:(+1,8%), détaille l'Office. ;","Dieser Trend kennzeichnete dem.ONS zufolge auch die nıcht-marktbestimmten Dienstleistungen mit einem Wachstumsrückgang von (-1,6 %) gegenüber (+1,8 %).","Dieser Trend kennzeichnete laut ONS auch die dienstorientierten Industrien mit eiñem Wachstumsrückgang von (-2,4 %) gegenüber (+2,8 %).","Dieser Trend prägte dem ONS zufolge auch dèn nicht- handelsorientierten Emzelhandelssektor mit einem Wachstumsrückgang von (-0;6 %) gegentiber (+3,8 %).","Dieser Trend symbolisierte laut ONS auch den nicht- .konsumorientierten Investmentsektor mit einem Wachstumsrückgang von (-0,8 %) gegenüber (+2,2 %).","Dieser Trend zeichnete dem ONS gemäß auch den nicht- ‘; . technikorientierten IT-Sektor mit einem ; ; Wachstumsrückgang von (-1,2 %) gegenüber (+4,2 %).","; Cette déclinaison a illustré, aussi les industriesnon - » — < profitables avec une décroissance de (-T,6%) contre ; (F1,8%), precise l'Institut.","Cette inclination a marqué, aussi les prestations sans . frais avec une régression de (=1,6%) en comparaison à (F1,8%), explique l'Agence. ;","- -— Cette direction a identifié, aussi les opérations non O ; Commerclales:avec une diminution de (-1,6%) face à F1,8%), souligne l'Organisation. : ; .","Cette.&volution a défini; aussi les interventions sans coût avec un déficit de (-1,6%) par rapport à (+1,8%), indique-la Commission. ."
"; Cette baisse est due principalement à une baisse de 2% ‚ de la valeur ajoutée des administrations publiques. . — contre une hausse de 1,7%. .","Dieser Rückgang war hauptsächlich auf einen-Rückgang des Mehrwerts der öffentlichen Verwaltung im Gegensatz ; zu einem Anstieg um 1,7 % zurückzuführen. ;","Diéser Anstieg war hauptsächlich auf eine Steigerung des Mehrwerts der ôffentlichen Verwaltung ım Gegensatz zu einem Rückgang um 1,7 % zurückzuführen.","; Dieser Rückgang war hauptsächlich auf einen Rückgang ; des Mehrwerts der privaten Verwaltung im Gegensatz zu einem Anstieg um 1,7 % zurückzuführen. ;","Dieser Rückgang war hauptsächlichauf einen Anstieg ; . des Mehrwerts der ôffentlichen Verwaltüng im'Gegensatz zu einem Rückgang um 1,7 % zurückzuführen. -","Dieser Anstieg war hauptsächlich auf einen Rückgang des-Mehrwerts der ôffentlichen Vérwaltung 1m Gegensatz ; Zu einem Anstieg um 1,7 % zurückzuführen.","Cette hausse est attribuée principalement à un accroissement de 2% de la valeur ajoutée des administrations publiques contre une baisse de 1,7%.","Cette chute est due principalement à une diminution de 2% de la valeur ajoutée des adMministrations publiques contre-une augmentation de 1,7%.","Cette aügmentation est due principalement à une progression de 2% de la valeur ajoutée des administrations publiques face à une baisse de 1,7%. … -","Cette’depreciation.est attribuée principalement à un . déclin de 2% de la valeur ajoutée desadministrations - publiques'opposé à une hausse de 1,7%. ;"
"Le secteur de l'Industrie à également enregistré une croissance-négative'de (-0,5%) au ler trimestre 2020 contre.une performance de 4,9% à la même période de 2019. ;","; Der Industriesektor verzeichnete ım 1. Quartal 2020 ; ebenfalls ein negatives Wachstum von (-0,5 %) gegenüber einer Pérformance von 4,9 % ım gleichèn Zeitraum 2019. ‘ ;","Quartal 2020 en positives Wachstum von (+0,5 %), verglichen mit emner Performance von 4,9 % im gleichen Zeitraum 2019 ;","| Der Industriesektor notierte ım 1. Quartal 2020 ‘auch einen Rückgang von (-0,5 %), verglichen mit einer Leistung von 4,9 % 1m gleichen Quartal 2019. ;","Der Industriesektor erfasste im 1. Quartal 2020.ein null Wachstum (0°%), im Vergléich zu emner Performance : von 4,9 % 1m identischen Zeitraum 2019.","; Der Industriesektor hatte im 1 Quattal 2020 ebenfalls eine steigende Entwicklung von (+0,5 %), im ; Unterschied zu einer Performance von 4,9 % in der  . gleichen-Periode 2019: - . ;","Le segment du Commerce a par ailleurs observé une décroissance positive de (-0,5%) au 2ème trimestre a 2020 par rapport à un fendement de 4,9% durant la même  ; saison de 2019: c","L'industrie du Secteur a en outre noté une croissance neutre à (-0,5%) au !er trimestre de 2020 versus une pérformance de 4,9% à 1a même période en 2019.","Le domaine de l'Industrie a aussi connu une  ; accroissement négatif de (-0,5%) durant le 1er a trimestre 2020 comparé à une performance de 4,9% à la même période de 2019. ;",": Le secteur de Ia Technologie a également signalé une progression négative de (-0,5%) au ler semestre 2020 ; face à une performance de 4,9% à la même période de 2019."
"A l'exception des industries agro-alimentaires et des industries divers, l'ensemble des sous-secteurs sont affectés par des'évolutions négatives de croissance.",Mit Ausnahme der Nahrungsmittelindustrie und der — - diversifizierten Industriekonzerne sind alle - Teilsektoren von negativen Wachstumstrends betroffen.,Trotz Ausnahme dèr Nahrungsmittelindustrie und der diversifizierten Industriekônzerne sind alle ; ; Teilsektoren von negativen Wachstümstrends betroffen.,Bis-auf die Nahrungsmittelindust_ri'e und die ‘ e diversifizierten Industriekonzerne sind alle Teilsektoren von negativen Wachstumstrends betroffen.,Mit Ausnahme der Nahrungsmittelindustrie und der ; diversifizierten IndustriekonZerne sind keine Teilsektoren von negativen Wachstumstrends betroffen.,Abgesehen von der Nahrungsmittelindustrie und den ; diversifizierten Industriekonzernen sind alle / Teilsektoren von negativen Wachstumstrends-betroffen.,"; A l'exception des industries agro-alimentaires et des industries divers, l'ensemble des sous-secteurs sont touchiés par des variations positives de croissance.","Malgre l'inclusion des industries agro-alimentaires et des industries divers, l'ensemble des sous-secteurs  sont affectes par des évolutions négatives de croissance. ; ;","À l'exception des industries agro-alimentaires et des ; industries divers, seulement certains sous-secteurs : ;  ; sont affectés par des évolutions négatives de .. : croissance.- .","À l'exception des industries agro-alimentaires et des mdustries divers, l'ensemble des sous-secteurs ne sont pas affectés par des évolutions:négatives de.  “ croissance. ;"
"L'activité économique a connu durant le ler trimestre “ ""une baisse conséquente"", souligne l'organisme des statistiques, qui précise que cette situation'a été . “ 'aggravée, notamment en fin de trimestre, pär la crise sanitaire mondiale"" du Covid-19.","; Die wirtschaftliche Aktivität erlebte während des 1: ; Quartals ,einen.konsequenten Rückgang“, unterstreicht ; das Statistikamt, das erklärt; dass:diese Sıtuation „insbesondere am Ende des Quartals durch die weltweite Gesundheitskrise in Verbindung mit Covid-19 verschärft wurde“. ; ;","Quartals ,einen signifikanten Anstieg“, stellt das Statistikamt fest; das betont, dass dieser Trend ,insbesondere zu Beginn des Quartals durch die  globalen BeruhigungsmaBnahmen in Verbindung mit ; Covid-19 verstärkt wurde‘“‘. ;",". ""Die wirtschaftliche Leistung registrierte während des . 1. Quartals ;,einèn stabilen Verlauf*, erklärt das Statistikamt, das hinzufügt, dass diese Situation ; „insbesondere in der Mitte-des Quartals durch die weltweite Gesundheitserholung in Zusammenhang mit Covid-19 abgemildert wurde“. ;","""Die wirtschaftliche Dynamik präsentierte während'dès i 1. Quartals ,,eine inkonsequente Entwicklung“,  signalisiert das Statistikamt; das anmerkt, dass diese ; Gegebenheit ,insbesondere am Ende des Quartals durch ; die weltweite Handelsforderungen im Zusammenhang mit Covid-19 gémindert wurde“. ;",". ""Die wirtschaftliche Bewegung zeigte währénd des 1. Quartals „eine unerwarteté Zunahmé*, berichtet das “ Statistikamt; das verdeutlicht, däss dieser Umstand ,Insbesondere am Beginn des Quartals durch die weltweite Impfrate 1m Zusammenhang mit Covid-19 getrieben wurde*.","Pendant le 2e trimestre, l'activité économique a subi ; ""une hausse conséquente"", annonce l'organisme des statistiques, en notant que ce contexte-a été .  ; ""encourage, en particulier à la fin du trimestre, par la réprise économique"" après le Covid-19. .","L'activité artistique a expérimenté pendant le ler . semestre ""un déclin significatif"", rapporte l'agence  ; de statistiques culturelles, qui ajouté que cette ; situation a été ""exacerbée, surtout vers la fin du.. - semestre, par la crise culturelle mondiale"" suite au - _ Covid-19. ;","“ Au eours du ler trimestre, l'activité économique à ; bénéficié d’""une stagnation surprenante”, accentue l'agence des statistiques, indiquant que cette ; éventualité a été ""stabilisée, en particulier à la fin du trimestre, par l'indifférence économique globale"" à la Covid-19.","Au dernier trimestre, l'activité économique a marqué ; ""‘une progression notable"", précise le bureau des . Statistiques, qui explique que cet épisode a'été . ""stimule, surtout en clôture de trimestre, par la ; _ résolution sanitaire mondiale"" de la Covid-19, ."
"_ En revanched'autrés secteurs ont enregistré des taux - -de croissance positifs, ıl s'agit de l'agriculture et - ; du BTPH (bâtiment, travaux publıics.et hydraulique). ;","; ‚Andererseits verzeichneten andere Sektoren positive ; Wachstumsraten, nämlich die Landwirtschaft und das Bauwesen (Hoch- und Tiefbau und Hydraulik).","Andererseits verbuchten ünterschiedliche Industrien erfreuliche Finnahmen, speziell die Pharmazie und der ; ; Maschinenbau (Anlagen- und Fahrzeugbau und Pneumatik).","Andererseits berichteten verschiedène Branchen über profitable Entwicklungen, vor allem der Handel und das Transportwesen (Luft- und Schifffahrt und Logistik).","Andererseits zeigten einige Bereiche bemerkenswerte  … ‘Fortschritte, beispielsweise die Technologie und das Bildungswesen (Forschung und Entwicklung und Pädagogik). I","Andererseits erlebten andere Fachgebiete positive …. ‘ Trends, insbesondere die-Gastronomie und der Tourismus ; (Hotel- und Fventbranche und Reiselogistik).","; Par contre; d'autres domaines:ont noté des chiffres de croissance négatifs, notamment l'industrie manufacturière et l'informatique:","Au contraire, d'autrés secteurs ont observé des pourcentages de décroissance, tels que l'industrie pharmaceutique et l'éducation. ; u","Néanmoins, d'autres secteurs-ont relevé des indices de croissance positifs,1l s'agit de la finance etdes ; énergies renouvelables. .",": Toutefois, d'autres secteurs ont constaté des ; ; proportions de décroissance positifs, c'est lè cas pour l'électronique et le tourisme."
"; Le secteur de l'agriculture, sylviculture et pêchie:a | enregistré un taux de croissance +2,3%.contre +2,7% . ;","“ Der Sektor Land- und Forstwirtschaft und Fischerei verzeichnete eine Wachstumsrate von +2,3 % gegenüber +2,7 %: .","« Der Sektor Bergbau- und Steimbruchwirtschaft und “ Fischerei registrierte eine Wachstumsrate von-+2,3:% gegentiber +2,7 %. ;","Der Sektor Land- und Forstwirtschaft und Fischerei bemerkte eine Rückgangsraté von -2,3-% gegentiber -2,7 %, ‘","Der Sektor Land- und Forstwirtschaft und Fischzucht - ; erhôhte eine Wachstumsrate von +2,3 % gegenüber +2;7. .","Der Sektor. des Landschafts- und Gartenbaus und der Fischerei Zeigte eine Wachstumsrate von +2,3:% gegenüber +2,7 %.","; Le département de l'élevage, de l'horticulture et de — la chasse a affiché un taux de croissance de+1,3% contre +3,7%.","Le domäine de l'agroalimentaire, la viticulture et “ l'élevage a signalé un taux de croissance de +2,3% ; contre -0,7%.","Le secteur de l'aquaculture, l'arboricultureet l'élevage a-vu un taux de croissance de -2,3% contre +2,7%. ;","- - Le chàmp de l'agronomie, la pêche et là foresterié à ; noté un taux de-croissance de +0,3%'contre.+2,3%. ."
"; Le’secteur du BTPH, a lui aussi-connu une éroissänce de +0,8% durant le ler ttimestre de l'année en cours - -contre +2,9%.les trois premiers mois de 2019.","Das Bauwesen verzeichnete ım 1: Quartal des laufenden ‘ ; Jahres ebenfalls ein Wachstum von +0,8 % gegenüber +2,9 % in den ersten drei Monaten des Jahres 2019.","Der Industriebereich erlebte ım 1. Quarfal des — laufenden Jahres ein Rückgang von -1,5°% ım Vergleich - - ; zu +2,9 % ın den ersten drei Monaten des-Jahres 2019... :","Im 1. Quartal des laufenden Jahres verzeichnete der 2 Dienstleistungssektor eın Wachstum von +0,8 %,eine  ; Abnahme gegenüber dem Wachstum von +3,2-% ım gleichen Zeitraum des Jahres 2019. ;","Das Bauwesen zeigte 1m letzten Quartal des vergangenen Jahres ein Wachstum von +1;2 %, ım Gegensatz zu einem Rückgang von -0,5 % in den ersten drei Monaten des Jahres.2019.. . -","Während ım 1. Quartal des Vorjahres die Landwirtschaft einen Anstieg von +2,1 % erfuhr, verzeichnete sie.im  1: Quartal des laufenden Jahres lediglich eine  Steigerung von +0,8 %.","Le-domaine de'la TIC, a lui aüssi connu-une décroissance de -0,8% durant le 2ème trimestre de  « l'année en cours contre +3,9% les tfois premiers mois ; de 2019.","Le-marché de l'automobile; a lui aussi connu une  “ stagnation de +0,0% durant le 3ème trimestre de l'année en cours contrée +1,9% les trois premiers mois de 2019.","L'industrie du textile, a lui aussi connu une élévation de +1,8% duränt le 4ème trimestre de l'année ; en-cours contre -4,9% les trois premiers mois de 2019.","Le secteur de la’sante, a lui aussı connu une *  fluctuation . de-0;3%. durant le ler trimestre.de . ; ; l'année en cours contre +0,5% les trois premiers mois  de 2019. Cts ;"
"Pour les.industries agroalimentaires, elles ont connu une éroissance positive de 2,6% contre:2,7% à la même période de comparaison. L ;","Der Nahrungsmittelsektor verzeichnete. ein positives Wachsturm von 2,6 % gegenüber 2,7 % 1m gleichen Vergleichszeitraum.","Der Pharmasektor erzielte ein positives Wachstum von ‘ 2,6 % gegenüber 2,7 % 1m gleichen Vergleichszeitraum.","‘ Der Textilsektor verzeichnete einen Rückgang von 2,6 % - : gegenüber 2,7.% ım gleichen Vergleichszeitraum. . .","‘ Der Konsumgütersektor verzeichnete ein Nullwachstum ' von 2,6 % gegenüber 2,7 % 1m gleichen Vergleichszeitraum. ;","= Der Energiesektor verzeichnete ein négatives Wachstuni von 2,6 % gegenüber 2,7 % ım gleichen Vergleichszeitraum.","Pour les industries chimiques; elles ont connu . une “ “éroissance négative de 2,6% contre 2,7% à 1a même période de comparaison. _","Pour les industries agroalimentaires, ‘elles ont connu uné croissance positive de 3,6% contre 2,7% à la même période de comparaison. ;","Pour les industries manufacturieres, elles ont connu une croissance positive de 2,6% contre'5,7% à la-même période de comparaison. ;","Pour les mdustries agroalimentaires, elles n'ont pas ; connu de croissance de 2,6% contre 2,7% à la même période de‘comparaison. ;"
". Par ailleurs; l'ONS a relevé qu'en valeurs éourantes‚ E le PIB a affiché durant le ler.trimestre 2020 une diminution de 5,3% contre une hausse de‘2,8% sur la - même période:en 2019.","Darüber hinaus stellte das ONS fest; dass das BIP.zu ; aktuellen Werten im 1: Quartal 2020-einen Rückgang um  5,3 % verzeichnete, gegenüber einem Anstieg um 2,8 %  im gleichen Zeitraum 2019.","; Zusätzlich erkannte das ONS, dass das BIP zu aktuellen ; ‘Werten ım 1.. Quartal 2020 einen Anstieg um 5,3 % verzeichnete, im Vergleich zu einem Rückgang um 2,8.% 2 im gleichen Zeitraum 2019. ;","Andererseits bemerkte das ONS; dass das BIP zu ; nominalen Werten im I. Quartal 2019 einen Rückgang um 2,8 % verzeichnete, gegentber einem Anstièg um 5,3 % ım gleichen Zeitraum 2020. ce","Im Gegensatz dazu ermittelte das ONS, dass das BIP zu . ; aktuellen Werten im 1. Quartal 2019 emenAnstieg um ; 2,8 % verzeichnete, 1m Vergleich zu einem Rückgang um “ 5,3 % im gleichen Zeitraum 2020.","; Hingegen bemerkte das ONS, dass das BIP zu aktuellen - Werten im 1. Quartal 2020 'einen Rückgang um 2,8 % verzeichnete, gegentiber einem Anstieg um 5,3 % ım gleichen Zeitraum 2019. _","En outre, l'INS a note qu'en termes réels, le PIB a  montré au 2e trimestre 2020 une augmentation de 3,1% - ; contre une baisse de 4,7% pendant la même periode.en  2018. ;",". Par ailleurs, l'INSEE a souligné qu'en unités ; nominales, le PIB a indiqué durant le 3e trimestre - 2020 une hausse de 1,2% contre une dimrnution de 6,3% sur la.même période en 2017. ; ;","; — De plus, l'ISTAT a observé qu'en valeurs constantes, le PIB a exposé au 4e trimestre 2020 une baisse de 7,4% contre une augmentation de 2,9% durant la même période en 2016.","En complément, 'INE a enregistré qu'en termes monétaires, le PIB a présenté durant le 1er semestre 2020 une augmentation de 4,6% contre une baisse de 3,2% sur la même durée en 2015."
"-Par ailleurs, il a indiqué que la formation brute du  capital fixe en volume (l'Investissement) a enrégistré - ; une importante""-baisse de:5,0% les trois-premiers  mois 2020 contre un accroissement de 5,1% à la même ; période de l'année d'avant. - ""","‘Darüber hinaus erklärte es, dass die Bruttoschôpfung ; von Anlagekapital (die Investitionstätigkeit) in den ersten dre: Monaten des-Jahres 2020 einen - - ,signifikanten“ Rückgang um 5,0 % verzeichnete, gegentber einem Anstieg um 5,1 % 1m gléichen Zeitraum des Vorjahres.","Darüber hinaus behauptete es, dass die Bruttoschôpfung . von Betriebskapital (die Unternehmensaktivität) in-den -— ersten drei Monaten des Jahres 2020 einen ; ,beachtlichen“ Rückgang um 5,0 % verzeichnete, gegenüber einem Anstieg um 5,1 % 1m gleichen Zeitraum des Vorjahres. ; . ;","Däarüber hinaus zeigte.es, dass die Bruttoschôpfung von Sachkapital (die Produktionsaktivität) ın den ersten drei Monaten des Jahres 2020 einen ,bemerkenswerten“ Rückgang um 5,0 % verzeichnete, gegenüber einem  “ Anstieg um 5,1.% im gleichen Zeitraum des Vorjahres.",": Darüber hinaus offenbarte es, dass die Bruttoschäpfung von Finanzkapital (die Finanzaktivität) in den ersten ; | drei Monaten des Jahres 2020 einen ,;beédeutendén“ —— Rückgang um 5,0 % verzeichnete, gegenüber einém Anstieg um 5;1 % ım gleichen Zeitraum des Vorjahres:","; Darüber hinaus bestätigte es, dass die Bruttoschöpfung :von Humankapital (die Bildungsaktivität) in den‘ersten … drei Monaten des Jahres 2020 emnen .erheblichen“ Rückgang um 5,0 % verzéeichnete, gegenüber einem Anstieg um 5,1.% im gleichen Zeitraum des Vorjahres.","D'autre part, il.a signalé que lée-capital fixe brüt ; (l'Investissement) avait connu une ""augmentation"" ; significative de 5,0% au premier trimestre 2020, par  rapport à une chute de 5,1% pendant la même période de l'année précédente.","; Cependant, 1l a mentionné que la formation brute du capital fixe en valeur (l'Investissement) a énregistré une “importante""haussé de 5,0% les trois premiers mois 2020 contre une dimmnution de 5,1% à la même période de l'année d'avant. A","Par ailleurs, il a souligné que le capital fixe brut ; en volume (la Consommation) a.affiche un ""important"" ; bond de 5,0% pour les trois premiers mois de 2020 en comparaison avec-une baisse de 5,1% lors de 1a même : période de l'année précédente.","De plus, il a fait remarquer que le capital fixe brut  en volume (l'Investissement) a encaissé un ""important"" . recul de 5,0% au cours des trois premiers mois 2020  face à une augmentation de 5,1% correspondant à la  même période de l'année d'avant. ;"
". ""Cette forte baisse de l'investissement est expliquée par le ralentissement de l'activité économique et . aggravée par la crise sanıtaire (Covid-19) qui a conduit à l'arrêt de certains chantiers, notamment, de Ja construction durant le mois de mars dernier"", relève L'ONS. ;",",Dieser starke Rückgang der Investitionen erklärt sich ; “ durch das Nachlassen der wirtschaftlichen Aktivität ; und wurde durch die Gesundheitskrise (Covid-19) . verschärft, die zum Stillstand:einiger Baustellen führte, insbesondere der Bautätigkeit im März“, stellt das ONS fest. 5 ;","""Dieser markante Anstieg der Ausgaben deutet auf das Wachstumi der wirtschaftlichèn Aktivität hm und wurde durch die Gesundheitskrise (Covid-19) angeregt, die Zu einer Steigerung éiniger Produktionèn führte, insbesonderè der Produktion von medizinischen Ausrüstungen ım März"", konstatiert das ONS.","""Diese drastische Verlangsamung der Forschung lässt sich durch-das Nachlassen der wissenschaftlichen ; Initiative erklären und wurde durch die ;  ; Gesundheitskrise (Covid-19) behindert, die zu einem Ausfall‘einiger Labore führte, insbésondere der biologischen Forschung 1m März"", bewertet das ONS.","""Dieser bedeutende Wandel der Arbeitsgewohnheiten ; ergibt sich aus dem Anstieg der Fernarbeit und wurde . durch die Gesundheitskrise (Covid-19).gefördert, die ; Zu einer Stôrung éiniger Unternehmen führte, - insbesondere der IT-gesteuerten Betriebe im März"", “ beobachtet das ONS. ;","""Diese:bemerkenswerte Verlagerung.der Reiseverhalten ; kommt durch das verringerte Verkehrsaufkommen zum Ausdruck und wurde durch die Gesundheitskrise ; (Covid-19) vorangetrieben, die zu einer Unterbrechung . einiger Transportaktivitäten führte, insbesondere-des  i Flugverkehrs ım März"", dokumentiert das ONS.","""Cette forte hausse de l'investissement est justifiée ; par l'accélération de l'activité économique et  stimulée par la reprise sanitaire (après Covid-19) qui  a encouragé la reprise de certaimns chantiers, en particulier, dans la construction durant le mois de  mars précédent"", indique L'ONS. ;","""Cette.legere baisse-de:l'investissement est déchiffrée par le ralentissement de l'activité ; économique et renforéée par la crise sanitaire (Covid-19) qui a entraîné la Suspension de certains ; projets, notamment, de la construction durant le mois de mars passé"", souligne L'ONS.","""Cette considérable augmentation de l'investissement _ - < est interprétée par la dynamisation de l'activité _ - économique etexacerbée par la crise sanitaire ; ; (Covid-19) qui a provoqué le lancement de certains . chantiers, notamment, de la construction durant le mois de mars récent”, remarque L'ONS. ; ;","""Cette significative réduction de l'investissement est causée par le ralentissement de l'activité économique et:intensifiée par la crise sanitaire (Covid-19) qui a ; abouti à la fermeture de certains chantiers, notamment :  / de.la construction durant le mois de-mars ancien"", ; note L'ONS."
"En effet, les échanges extérieurs de marchandises et ; de services sont également caractérisés par une baissé  en volumé de 16,3% pour les importations et de 11,8%. - pour les exportations durant le ler trimestre 2020 et  par rapport à la même période en 2019.","- . Tatsächlich 1st auch der Außenhandel mit Waren und ‘ Dienstleistungen 1m 1.'Quartal 2020 1m Vergleich zum gleichen Zeitraum ım Jahr 2019 durch einen ; Volumenrückgang um 16,3 % bei den Importen und 11,8 % bei den Exporten gekennzétchnet. ; ;","Tatsächlich weist der Binnenhandel mit Waren und - Dienstleistungen im 1. Quartal 2021 1m Vergleich zum  ; gleichen Zeitraum im Jahr 2020 einen Volumenrückgang um 14,3.% bei den Verkäufen und 10,8 % bei den Finkäufen auf. ;","Tatsächlich ist der AuBenhandel mit Rohstoffen und Gütern im-1: Quartal 2019 im Vergleich zum gleichen ; Zeitraum im Jahr 2018 durch emnen Volumenrückgang um 16,3% bei den Verkäufen und 11,8% bei den Käufen gekennzeichnet. ; ; ‘ ;","Tatsächlich ist der Inlandshandel mit Waren und Dienstleistungen 1m 1. Quartal 2019 1m Vergleich zum  4. Quartal 2018 durch einen Volumenrückgang um 20,3 % béi den Importen und 15,6 % bei den Exporten gekennzeichnet. - a ;","Tatsächlich ist der Außenhandel mit Produkten und  » Leistungen ım 2. Quartal 2020 im Vergleich zum gleichen Zeitraum im Jahr 2019 durch einen Volumenrückgang um 10,5°% bei den Importen.und 12,6 % bei den Exporten gekennzeichnet. .","En effet, les transactions internes de produits et de  services sont également marquéés-par une hausse en  masse de 16,3% pour les achats et de 11,8% pour les . :-ventes durant le 3ème trimestre:2020 et par rapport à  la même période en 2019.","Effectivement, les relations externes de biens et de - ” services-sont également définies par une diminution en . valeur de 16,3% pour les acquisitions et de 11,8% pour les cessions durant'le 2nd trimestre 2020 et “comparativement à la même période en 2019. : .","En conséquence, les échanges extérieurs d'articles et ‘  de prestations sont également traduits par une baisse  en densité de 16,3% pour les ordres et de 11,8% pour  les offres durant le 4ème trimestre 2020 et par - ‘ -rapport à la m&me période en 2019. ;","Pourtant: les.interactions externes dé biens et de ; services sont également ıdentifices par une augmentation en-volume de 16,3% pour les entrees.et de 11,8% pour les sorties durant le 1er semestre 2020 et ; par rapport à la même période en 2019. ; 0"
