French,German,de_adv1,de_adv2,de_adv3,de_adv4,fr_adv1,fr_adv2,fr_adv3,fr_adv4
"Rachat de l'OM: cité par Ajroudi, Tapie se dit ""ni concerné, ni intéressé""",Kauf von OM: laut Ajroudi erklärt sich Tapie „weder besorgt noch interessiert““,"Kauf von OM: laut Ajroudi erklärt sich Tapie ""weder besorgt noch überrascht"".","Kauf von OM: laut Ajroudi reklaemiert sich Tapie """"weder besorgt noch interessiert"".","Verkauf von OM: laut Ajroudi erklärt sich Tapie ""weder besorgt noch interessiert"".","Kauf von OM: laut Ajroudi erklärt sich Tapie ""sowohl besorgt als auch interessiert"".","Rachat de l'OM: mentionne par Dassier, Tapie se dit ""ni impliqué, ni intrigué"".","Rachat de l'OM: cité par Anigo, Tapie se déclare ""ni sollicité, nı fasciné"".","Rachat de l'OM: évoqué par Bouchet, Tapie affirme être ""ni engagé, ni motivé"".","Rachat de l'OM: nommé par Diouf, Tapie se proclame ""ni requis, ni captivé""."
"Cité dans le feuilleton du rachat de l'OM, Bernard Tapie assure au Figaro qu'il n'a aucun contact avec Mohamed Ayachi Ajroudi et réfute toute participation au projet.","Bernard Tapie hat 1m Rahmen der Saga um den Kauf von OM gegenüber Le Figaro erklärt, dass er keinen Kontakt zu Mohamed Ayachi Ajroudi hat und er bestreitet Jegliche Beteiligung an dem Projekt.","Bernard Tapie hat ım Kontext des Dramas um den Kauf von OM gegenüber Le Figaro geäußert, dass er keine Verbindung zu Mohamed Ayachi Ajroudi hat und er leugnet jede Verwicklung in das Vorhaben.","Bernard Tapie hat ım Zusammenhang mit der Saga um den Kauf von OM in einem Gespräch mit Le Figaro bestätigt, dass er keinen Austausch mit Mohamed Ayachi Ajroudi hat und er widerspricht jeglicher Emmischung in das Projekt.","Bernard Tapie hat angesichts der Geschichte um den Erwerb von OM gegenüber Le Figaro betont, dass er keine Beziehung zu Mohamed Ayachi Ajroudi pflegt, und er bestreitet jeglichen Anteil an dem Projekt.","Bernard Tapie hat im Verlauf des Dramas rund um den Kauf von OM gegenüber Le Figaro angegeben, dass er keinerlei Kontakt zu Mohamed Ayachi Ajroudi unterhält und er verneint Jegliches Engagement in dem Vorhaben.","Mentionné dans la saga du redressement de l'OM, Bernard Tapie confie au Monde qu'il n'a eu aucun échange avec Mohamed Ayachi Ajroudi et dément toute implication dans l'initiative.","Cité dans l'épisode du renouveau de l'OM, Bernard Tapie assure à Liberation qu'il n'a aucun lien avec Mohamed Ayachi Ajroudi et refuse toute association au plan.","Évoqué dans la série du rescapé de l'OM, Bernard Tapie affirme à Le Parisien qu'il n'a aucune relation avec Mohamed Ayachi Ajroudi et nie tout engagement dans la proposition.","Invoque dans le drame du sauvetage de l'OM, Bernard Tapie déclare au Figaro qu'il n'a aucun rapport avec Mohamed Ayachi Ajroudi et rejette toute collaboration au concept."
Tout sauf une bonne nouvelle pour le duo Ajroudi- Boudjellal.,Alles andere als eine gute Nachricht für das Duo Ajroudi-Boudjellal.,Alles andere als eine schlechte Nachricht für das Duo Ajroudi-Boudjellal.,Nichts anderes als eine gute Nachricht für das Duo Ajroudi-Boudjellal.,"Alles, nur nicht eine gute Nachricht für das Duo Ajroudi-Boudjellal.",Alles andere und auch eine gute Nachricht für das Duo Ajroudi-Boudjellal.,"Tout, sauf une avancée significative pour le tandem Ajroudi-Boudjellal.",Tout sauf une lueur d'espoir pour le binöme Ajroudi- Boudjellal.,Tout sauf une victoire assurée pour le couple Ajroudi- Boudjellal.,Tout sauf une surprise agreable pour le duo Ajroudi- Boudjellal.
Et une sortie mediatique qui contrecarre une communication assez hasardeuse.,"Und ein Medien-Auftritt, der eine recht problematische Kommunikation weiter erschwert.","Und ein Medien-Auftritt, der eine einfache Kommunikation zusätzlich kompliziert.","Und ein Medien-Auftritt, der eine klare Kommunikation weiter verwirrt.","Und ein Medien-Auftritt, der eine direkte Kommunikation zusätzlich erschwert.","Und ein Medien-Auftritt, der eine zuverlässige Kommunikation weiter behindert.",Une seule sortie médiatique qui contrecarre un discours assez hasardeux.,Et une sortit médiatique amène une communication assez hasardeuse.,Une sortie médiatique qui soutient une communication assez hasardeuse.,Et une sortie mediatique qui éclaire une communication assez hasardeuse.
"Contacté par Le Figaro apres avoir vu son nom cité par Mohamed Ayachi Ajroudi dans un communique, Bernard Tapie a réfuté tout contact avec l'homme d'affaire franco-tunisien, désireux de racheter l'OM.","Als er von Le Figaro kontaktiert wurde, nachdem sein Name von Mohamed Ayachi Ajroudi in einer Pressemitteilung erwähnt wurde, dementierte Bernard Tapie jeglichen Kontakt mit dem französisch- tunesischen Geschäftsmann, der OM kaufen möchte.","Als er von Le Figaro kontaktiert wurde, nachdem sein Name von Jean-Pierre Papin ın einer Pressemitteilung gelobt wurde, bestätigte Bernard Tapie jeglichen Austausch mit dem franzôsischen Fußballer, der OM trainieren möchte.","Als er von Le Figaro kontaktiert wurde, nachdem sein Name von Johnny Depp in einer Pressemitteilung zitiert wurde, leugnete Bernard Tapie jegliche Begegnung mit dem amerikanischen Schauspieler, der in Frankreich drehen möchte.","Als er von Le Figaro kontaktiert wurde, nachdem sein Name von Elon Musk in einer Pressemitteilung genannt wurde, widerlegte Bernard Tapie jegliche Verbindung mit dem amerikanisch-südafrikanischen Geschäftsmann, der in Europa investieren môchte.","Als er von Le Figaro kontaktiert wurde, nachdem sein Name von Angela Merkel in einer Pressemitteilung erwähnt wurde, bestritt Bernard Tapie jeglichen Dialog mit der deutschen Bundeskanzlerin, die die franzôsisch-deutschen Beziehungen verstärken môchte.","Appele par Le Monde suite ä avoir observe son nom évoqué par Mohamed Ayachi Ajroudi lors d'une conférence, Bernard Tapie a nié toute communication avec l'entrepreneur 1talo-algérien, intéressé à  acquérir le PSG.","Alerté par Le Parisien apres avoir repéré son nom mentionné par Mohamed Ayachi Ajroudi dans une déclaration, Bernard Tapie a démenti toute liaison avec le magnat chino-marocain, souhaitant acheter l'OL.","Convoque par Le Point ä la suite d'avoir releve son nom indiqué par Mohamed Ayachi Ajroudi dans un rapport, Bernard Tapie a récusé toute correspondance avec l'industriel hispano-égyptien, aspirant à s'emparer du LOSC.","Interpellé par Le Dauphine ä la suite d'avoir constaté son nom signalé par Mohamed Ayachi Ajroudi dans une allocution, Bernard Tapie a contesté toute interaction avec le businessman germano-libanais, ayant  l'intention d'acheter le RC Lens."
"""La réponse est claire, je ne suis ni concerné, nı intéressé, nı même en état pour être en quoi que ce  soit mêlé aux projets actuels ou futurs relatifs à  l'OM"", nous assure l'ancien président mythique du club phocéen.","„Die Antwort ist klar, ich bin weder betroffen, noch interessiert, noch auch nur ın der Lage, mich ın irgendeiner Weise an aktuellen oder zukünftigen Projekten 1m Zusammenhang mit OM zu beteiligen‘“, sagte der legendäre ehemalige Präsident des Clubs von Marseille.","„Die Frage bleibt offen, ob ich überhaupt betroffen bin oder das Interesse, die Fähigkeit besitze, mich aktiv an laufenden oder zukünftigen Projekten in Verbindung mit OM zu engagieren“, erklärte der ehemalige auBergewôhnliche Präsident des Marseille Clubs.","„Die Aussage ist deutlich, ich bin weder involviert, noch engagiert, noch fähig, mich direkt an den gegenwärtigen oder künftigen Projekten zum OM beizutragen“, berichtete der legendäre frühere Vorsitzende des Marseille Vereines.","„Die Bedeutung ist unmissverständlich, ob ich betroffen bin, interessiert bin, oder sogar in der  Position bin, mich in irgendeiner Form an bestehenden oder geplanten Projekten mit OM zu beteiligen"", äußerte der sagenumwobene ehemalige Leiter des Clubs aus Marseille.","„Die Botschaft ist eindeutig, ich bin weder  involviert, noch motiviert, noch in der Verfassung, mich irgendwie bei den gegenwärtigen oder bevorstehenden Projekten ım Zusammenhang mit OM einzusetzen"", verkündete der legendäre vormalige Chef des Marseille Clubs.","""La question est nette, je ne suis nı implique, nı engage, nı même en forme pour être de quelque façon que ce soit lié aux activités actuelles ou à venir concernant l'OM"", nous confie l'ancien directeur mythique de l'équipe marseillaise.","""La situation est transparente, je ne suis ni affecte,  ni motivé, ni même en position pour être en quelque mesure que ce soit associé aux événements actuels ou futurs liés à l'OM"", nous révèle l'ex-dirigeant emblématique du club de football marseillais.","""L'affirmation est limpide, je ne suis nı touché, ni investi, nı même en situation pour être en quelque sens que ce soit connecté aux 1nitiatives actuelles ou à venir relatives à l'OM"", nous communique le précédent président iconique de l'organisation marseillaise.","""La déclaration est évidente, je ne suis nı concerné,  ni passionné, ni même en capacité pour être de quelque manière que ce soit rattaché aux plans actuels ou  futurs en rapport avec l'OM"", nous informe l'ancien chef incontournable du club de la cité phocéenne."
"Relance sur sa relation avec le duo Ajroudi- Boudjellal, qui souhaiterait sa présence dans le futur organigramme du club, Bernard Tapie repond avec vigueur et assure qu'il n'a eu aucun échange avec eux.","Auf die Frage nach seiner Beziehung zum Duo Ajroudi- Boudjellal, das ihn gerne in die zukünftige Struktur  des Vereins einbeziehen würde, antwortete Bernard Tapie energisch und versicherte, dass er keine Kommunikation mit ihnen gehabt habe.","Auf die Frage nach seiner Rolle im Team Schmidt- Koenig, das ihn gerne in den nächsten Planungsprozess einbeziehen würde, reagierte Hubert Wolf überrascht und betonte, dass er noch nie von ihnen gehört habe.","Auf die Frage nach seiner Verbundenheit zum Duo Fischer-Lehmann, das ihn gerne in ihr anstehendes Projekt einbinden würde, entgegnete Heinrich Müller gelassen und behauptete, dass er keinen Kontakt zu ihnen gepflegt habe.","Auf die Frage nach seinem Engagement bei Müller- Wagner, welche ihn in ihren zukünftigen Entwicklungsplan einschließen würden, antwortete Paul Schneider zögernd und versprach, dass er keine Verbindung zu ihnen aufgebaut habe.","Auf die Frage nach seiner Beteiligung am Projekt von Schulz-Braun, das ihn gerne in sein anstehendes Vorhaben involvieren würde, antwortete Thomas Meyer entschieden und beteuerte, dass er keinen Austausch  mit ihnen gehabt habe.","Relance sur sa collaboration avec le tandem Ajroudi- Boudjellal, qui envisagerait son rôle dans la future structure du club, Bernard Tapie reagit avec force et affirme qu'il n'a établi aucune communication avec eux.","Interrogé sur son association avec le binöme Ajroudi- Boudjellal, qui désirerait son implication dans le  futur plan du club, Bernard Tapie revient avec énergie et garantit qu'il n'a eu aucun contact avec eux.","Questionne sur son lien avec le duo Ajroudi- Boudjellal, qui projette son engagement dans la future hiérarchie du club, Bernard Tapie riposte avec puissance et confirme qu'il n'a eu aucun dialogue avec eux.","Invite ä commenter son rapport avec le binöme Ajroudi- Boudjellal, qui chercherait sa particıpation dans le prochain schema du club, Bernard Tapie replique avec conviction et certifie qu'il n'a eu aucune interaction  avec eux."
Je souhaite que tout ce vacarme sur ce sujet s'arrête.,"Ich wünschte, der ganze Lärm um diese Sache würde aufhören.","Ich wünschte, der gesamte Rummel um diese Angelegenheit würde enden.","Ich hoffte, der ganze Krach um dieses Thema würde nachlassen.","Ich wünschte, der ganze Tumult um diesen Fall würde ruhen.","Ich ersehnte, der ganze Wirbel um diese Angelegenheit würde verschwinden.",Je considere que tout ce vacarme sur ce sujet s'est arrêté.,Je suppose que tout ce vacarme sur ce sujet va s'arrêter.,Je repousse que tout ce vacarme sur ce sujet se soit arrêté.,Je rêve que tout ce vacarme sur ce sujet n'arrête pas.
"Dans la nuit de jeudi à vendredi, l'homme d'affaires franco-tunisien, via l'un de ses conseillers, avait avancé l'idée d'une présence de Bernard Tapie au sein du futur organigramme du club, si la vente de l'OM était réalisée.","Der französisch-tunesische Geschäftsmann hat am Donnerstagabend über einen seiner Berater angedeutet, dass Bernard Tapie an der zukünftigen Struktur des Clubs beteiligt sein sollte, wenn der Verkauf von OM abgeschlossen ist.","Der deutsch-italienische Unternehmer ließ am Freitagmorgen durch einen seiner Vertreter verlauten, dass Bernd Schneider bei der kommenden Umstrukturierung des Vereins mitspielen sollte, wenn der Ankauf von BM abgesegnet ist.","Der englisch-aufgabenschaffende Investor deutete am Samstagmittag über eine seiner Vertrauenspersonen an, dass Bernhard Thaler an der langfristigen Ausrichtung des Unternehmens beteiligt sein könnte, wenn die Übernahme von XY geregelt ist.","Der spanisch-marokkanische Händler hat am Sonntagvorabend durch einen seiner Konsultanten andeuten lassen, dass Bernardo Toledo an der geplanten Neuausrichtung der Firma mitwirken könnte, wenn der Deal von RP erledigt ist.","Der russisch-ukrainische Geschäftsführer ließ am Montag in der Früh über eine seiner Kontaktpersonen ausrichten, dass Boris Tretjakow an der vorhergesehenen Umgestaltung des Konzerns beteiligt sein sollte, wenn der Kauf von MN abgewickelt ist.","Dans l'interrègne de mercredi à jeudi, l'industriel italo-allemand, via un de ses partenaires, avait proposé l'idée d'une participation de Bertrand Cantat au sein de l'équipe artistique du théâtre, si la  reprise de la salle était confirmée.","Dans la transition de vendredi à samedi, l'entrepreneur sino-japonais, via un de ses collaborateurs, avait suggéré l'idée d'un engagement de Bernard Henri Levy au sein du comité de rédaction du journal, si la rachat du Figaro était achevé.","Dans l'évolution de lundi à mardı, l'investisseur américano-canadien, via un de ses associés, avait souligné l'idée d'une implication de Bernard Arnault au sein du conseil d’administration de l’entreprise, si l'acquisition de Dior était finalisée.","Dans le passage de dimanche ä lundi, le magnat russo- britannique, via un de ses conseillers, avait  introduit l'idée d'une apparition de Bernard Cazeneuve dans la structure hiérarchique de l'ONG, si l'incorporation de l'organisation était effectuée."
"""M. Ajroudi considere que personne ne connait mieux le Club que M. Bernard Tapie, c'est pourquoi 1l souhaiterait sa présence dans le comité du club"", est-  il précisé dans le communiqué.","„Herr Ajroudi ist der Ansicht, dass niemand den Club besser kennt als Bernard Tapie, weshalb er ihn gerne  ım Vorstand des Clubs haben môchte"", hieß es in der Mitteilung.","„Herr Ajroudi ist der Meinung, dass niemand den Klub so gut kennt wie Bernard Tapie, darum môchte er ihn ım Vorstand des Klubs sehen"", stand in der Meldung.","„Herr Ajroudi glaubt, dass niemand den Verein so gut versteht wie Bernard Tapie, deshalb zieht er ın Betracht, ıhn in den Vereinsrat aufzunehmen"", war in der Nachricht zu lesen.","„Herr Ajroudi hält es für môglich, dass niemand den Club so gut bewertet wie Bernard Tapie, daher will er ihn im Direktortrum des Clubs positionieren"", lautete das Statement.","„Herr Ajroudi ist überzeugt, dass niemand den Klub so gut einschätzen kann wie Bernard Tapie, und daher denkt er darüber nach, ihn im Führungsgremium des Klubs zu installieren"", stand in der Bekanntmachung.","""Mme. Dupont estime que personne ne comprend mieux l'art que M. Pierre Manet, c'est pourquoi elle  voudrait sa participation au jury de l'exposition"",  est-il mentionné dans le dossier.","""M. Lefebvre croit que personne ne maitrise mieux la cuisine que M. Paul Bocuse, c'est pourquoi 1l aimerait sa contribution au comité de la gastronomie"", est-il spécifié dans le rapport.","""Mme. Ferrand pense que personne ne saisıt mieux la littérature que M. Victor Hugo, c'est pourquoi elle désirerait sa participation au panel du festival du livre"", est-il détaillé dans la note.","""M. Moreau presume que personne ne connait mieux la musique que M. Claude Debussy, c'est pourquoi ıl souhaiterait sa présence dans le comité de la  musique"", est-il expliqué dans l'annonce."
"Facon pour l'homme d'affaires de mettre la pression  sur le camp McCourt-Eyraud et d'amadouer encore un peu plus les supporters de l'OM, après avoir, dans les  colonnes du Figaro, murmuré les noms de Cristiano Ronaldo et Zinédine Zidane.","Damit übte der Geschäftsmann Druck auf das Team McCourt-Eyraud aus und machte sich bei den Fans von OM weiter beliebt, nachdem er ın den Spalten von Le  Figaro über Cristiano Ronaldo und Zinedine Zidane getuschelt hatte.","Damit übte der Unternehmer Einfluss auf das Team Müller-Eyraud aus und gewann die Sympathie der Schalker Fans, nachdem er in den Spalten von El Pais über Lionel Messi und David Beckham gesprochen hatte.","Damit setzte der Industrielle Druck auf das Team McCourt-Pele in Szene und machte sich bei den Anhängern von FC Barcelona noch mehr beliebt, nachdem er ın den Spalten von Le Monde über Neymar und Diego Maradona geflüstert hatte.","Damit spielte der Händler eine Rolle bei der Beeinflussung des Teams McCourt-Maldini und machte sich bei Inter Mailand Fans immer mehr beliebt, nachdem er in den Spalten von Gazzetta dello Sport über Kaka und Andrea Pirlo berichtet hatte.","Damit erwirkte der Geschäftsführer einen Eindruck auf das Team Schumacher-Eyraud und weckte Interesse bei den Anhängern von Manchester United, nachdem er in den Spalten von The Guardian über Wayne Rooney und Ryan Giggs geplaudert hatte.","Manière pour l'entrepreneur de soulager la tension sur l'équipe Dupont-Martin et de séduire encore un peu  plus les fans du PSG, après avoir, dans les pages de  Le Monde, chuchoté les noms de Lionel Mess1 et Thierry Henry.","Tactique pour le dirigeant de renforcer l'oppression sur l'équipe Legrand-Petit et d'enflammer encore un peu plus les supporters du FC Metz, après avoir, dans les articles de L'Équipe, susurré les noms de Neymar Jr. et Paul Pogba.","Stratégie pour le magnat d'alléger le stress sur le  groupe Delacroix-Rousseau et de charmer encore un peu plus les partisans de l'AS Monaco, après avoir, dans  les rubriques de Libération, murmuré les noms de Kylian Mbappé et Didier Deschamps.","Procédure pour le tycoon de faire pression sur  l'équipe Hugo-Dumas et de captiver encore un peu plus les supporters de l'Olympique Lyonnais, après avoir, dans les colonnes de Le Parisien, murmuré les noms de Antoine Griezmann et Michel Platini."
La reponse cinglante de Bernard Tapie au Figaro est venue mettre fin à cette rumeur.,Bernard Tapies vernichtende Antwort an Le Figaro setzte diesem Gerücht ein Ende.,Bernard Tapies entscheidende Antwort an Le Figaro bestätigte dieses Gerücht.,Bernard Tapies unerwartete Antwort an Le Figaro schürte weiterhin dieses Gerücht.,Bernard Tapies poetische Antwort an Le Figaro veränderte die Sichtweise auf dieses Gerücht.,Bernard Tapies sachliche Antwort an Le Figaro brachte Licht in dieses Gerücht.,La replique astucieuse de Bernard Tapie au Monde a réussi à augmenter cette rumeur.,Le commentaire tranchant de Bernard Tapie au Figaro a contribué à renforcer cette rumeur.,L'intervention claire de Bernard Tapie au Figaro a eu pour but de confirmer cette rumeur.,L'affirmation audacieuse de Bernard Tapie au Figaro a servi à repandre cette rumeur.
Quand l'OM remportait la Ligue des champions sous Bernard Tapie,Als OM unter Bernard Tapie die Champions League gewann,Als OM mit Bernard Tapie die Champions League gewann.,Als OM ohne Bernard Tapie die Champions League gewann.,Als OM gegen Bernard Tapie die Champions League gewann.,Als OM nach Bernard Tapie die Champions League gewann.,Quand l'OM perdait la Ligue des champions sous Bernard Tapie.,Quand l'OM reportait la Ligue des champions sous Bernard Tapie.,Quand l'OM remportait la Ligue des champions sans Bernard Tapie.,Quand l'OM regardait la Ligue des champions sous Bernard Tapie.
Ce que les Belges feraient avec 300 euros de plus par mois,Was Belgier mit 300 Euro mehr im Monat machen würden,Was Belgier mit 300 Euro weniger im Monat machen würden.,Was Belgier ohne 300 Euro mehr im Monat machen würden.,Was Belgier statt 300 Euro mehr im Monat machen würden.,Was Belgier trotz 300 Euro mehr im Monat machen würden.,Ce que les Belges feraient sı ıls gagnaient 300 euros de plus par mois.,Ce que les Belges feraient s1 ils depensaient 300 euros de moins chaque mois.,Ce que les Belges feraient s'ils avaient à donner 300 euros de plus par mois.,Ce que les Belges feraient si leur salaire était réduit de 300 euros par mois.
Augmenter le pouvoir d'achat ne se traduirait pas par une hausse de la consommation.,Eine Erhöhung der Kaufkraft würde nicht zu einem erhöhten Konsum führen.,Ein Anstieg der Lebenserwartung würde nicht zu einer erhôhten Aktivität führen.,Eine Steigerung der Arbeitskraft würde nicht zu einem erhöhten Output führen.,Eine Zunahme der Bildungsqualität würde nicht zu einem erhöhten Wissensniveau führen.,Eine Verbesserung der Gesundheitsversorgung würde nicht zu einem erhöhten Wohlbefinden führen.,Augmenter les impöts ne se traduit pas necessairement par une amélioration des services publics.,Augmenter l'investissement dans l'éducation ne se traduit pas automatiquement par une augmentation du niveau d'éducation.,Augmenter le salaire minimum ne se traduit pas forcément par une réduction de la pauvreté.,Augmenter les tarifs douaniers ne se traduit pas toujours par une protection des industries locales.
"L'argent ne fait pas le bonheur, mais 1l est clair qu'une fluctuation, à la hausse ou à la baisse, ça change le mode de vie.","Geld alleine macht nicht glücklich, es ist jedoch klar, dass eine Auf- oder Abwärtsschwankung den Lebenswandel ändert.","Lachen alleine macht nicht gesund, es ist jedoch klar, dass eine Verbesserung oder Verschlechterung den Lebensstil beeinflusst.","Erfolg alleine bringt nicht Zufriedenheit, es ist Jedoch klar, dass eine Steigerung oder Reduzierung den Alltag verändert.","Wissen alleine garantiert nicht den Erfolg, es ist Jedoch klar, dass eine Zunahme oder Abnahme die Lebensführung modifiziert.","Liebe alleine löst nicht alle Probleme, es ist jedoch klar, dass eine Intensivierung oder Verminderung das Leben umgestaltet.","Le travail n'apporte pas toujours la paix, mais 1l est indéniable qu’une variation, positive ou négative, modifie le rythme de vie.","L'art n'engendre pas forcément l'emerveillement, mais il est évident qu'une évolution, vers le meilleur ou le pire, influence le goût du quotidien.","La connaissance ne crée pas nécessairement la sagesse, mais il est certain qu'une modification, graduellement ascendante ou descendante, impacte la perception de l'existence.","L'amour n'offre pas toujours la joie, mais 1l est incontestable qu'un changement, en progression ou en régression, altère le vecu quotidien."
ING a interroge les Belges sur l'impact qu'aurait une baisse de revenus de 10% sur leur vie.,ING hat die Belgier über die potenziellen Auswirkungen eines Rückgangs ihres Einkommens um 10 % auf ihr Leben befragt.,ING hat die Belgier über die potenziellen Auswirkungen einer Erhöhung ihres Einkommens um 10 % auf ihr Leben befragt.,ING hat die Belgier über die potenziellen Auswirkungen eines Rückgangs ihrer Ersparnisse um 10 % auf ihr Leben befragt.,ING hat die Belgier über die potenziellen Auswirkungen eines Rückgangs ihres Einkommens um 20 % auf ihr Leben befragt.,ING hat die Deutschen über die potenziellen Auswirkungen eines Rückgangs ihres Einkommens um 10 % auf ihr Leben befragt.,ING a questionne les Français sur l'impact qu'aurait une hausse de revenus de 10% sur leur vie.,ING a interroge les Belges sur l'impact qu'aurait une baisse de depenses de 10% sur leur vie.,ING a questionne les Allemands sur l'impact qu'aurait une baisse de revenus de 10% sur leur vie.,ING a interroge les Belges sur l'impact qu'aurait une baisse de revenus de 20% sur leur vie.
"Une question posée en décembre 2019 et qui prend davantage sens encore aujourd'hui, de nombreux Belges ayant été confrontés à une baisse de rentrées à la  suite du coronavirus.","Fine Frage, die ım Dezember 2019 gestellt wurde und die heute eine noch größere Bedeutung annimmt, da viele Belgier aufgrund des Coronavirus FinkommenseinbuBen hinnehmen mussten.","Fine Frage, die ım Dezember 2019 beantwortet wurde und die heute eine noch stärkere Relevanz hat, da viele Deutsche aufgrund der Corona-Pandemie Ersparnisse verloren haben.","Eine Anmerkung, die im Dezember 2019 gemacht wurde und die heute eine noch intensivere Debatte auslöst, weil  viele Italiener aufgrund der Covid-19-Krise  Entlassungen erleben mussten.","Eine Hypothese, die im Dezember 2019 aufgestellt wurde und die heute eine noch massivere Prüfung erfährt, da viele Spanier aufgrund der Corona-Krise  Arbeitslosigkeit befürchten müssen.","Eine Annahme, die 1m Dezember 2019 formuliert wurde und die heute eine noch nachdrücklichere Gültigkeit erzielt, da viele Franzosen aufgrund des Viruses Lohnkürzungen ertragen mussten.","Une réponse donnée en janvier 2020 et qui suscite plus de doutes à présent, beaucoup de Français ayant connu une augmentation de dépenses dues à la pandémie.","Une décision prise en février 2021 et qui gagne en importance maintenant, nombre d'Espagnols ayant ressenti une chute drastique de leur pouvoir d'achat à cause du Covid-19.","Une reflexion partagée en mars 2022 qui éveille plus d'intérêt actuellement, un grand nombre de Canadiens ayant subi une perte de salaire suite à la crise sanitaire.","Une revelation faite en avril 2023 et qui engendre plus de questionnements maintenant, de nombreux Italiens ayant dû faire face à une diminution drastique de leurs économies à cause de la pandémie."
Un peu plus de 54% des personnes interrogees estiment qu'elles diminueraient à la fois leur niveau de consommation et leur niveau d'épargne pour compenser cette perte.,"Etwas mehr als 54 % der Befragten glauben, dass sie sowohl ihren Konsum als auch ihre Ersparnisse reduzieren würden, um diesen Verlust auszugleichen.","Etwas mehr als 54 % der Teilnehmer sind der Ansicht, dass sie sowohl ihren Konsum als auchihre … Investitionen steigern würden, um diesen Gewinn zu optimieren.","Etwas mehr als 54 % der Geantworteten denken, dass sie sowohl ihren Arbeitsaufwand als auch 1hre Freizeit reduzieren würden, um diesen Mangel auszugleichen.","Etwas mehr als 54 % der Befragten behaupten, sie würden sowohl ihren Konsum als auch ihre Ersparnisse erhôhen, um diesen Überschuss zu handhaben.","Etwas mehr als 54 % der Umfrage-Teilnehmer meinen, sie würden sowohl ihre Ausgaben als auch ihre Ersparnisse reduzieren, um diesen Verlust zu kompensieren.",Un peu plus de 54% des personnes interrogees estiment qu'elles augmenteraient à la fois leur niveau de consommation et leur niveau d'épargne pour compenser cette croissance.,Un peu plus de 54% des personnes interrogees estiment qu'elles maintiendraient à la fois leur niveau de consommation et leur niveau d'épargne malgré cette perte.,Un peu plus de 54% des personnes interrogees estiment qu'elles investiraient à la fois leur niveau de consommation et leur niveau d'épargne pour palier à cette défaite.,Un peu plus de 54% des personnes interrogees estiment qu'elles reduiraient à la fois leur niveau de consommation et leur niveau d'épargne en anticipant cette perte.
"""Nous négocions avec le Fonds monétaire international dans la confiance et l'observation stricte des procédures"", a déclaré le président dans son message à la nation diffusé mardi soir à la veille du 58e anniversaire de l'indépendance de la France.","„Wir verhandeln zuversichtlich und unter strikter Finhaltung der Verfahren mit dem Internationalen Währungsfonds“, erklärte der Präsident in seiner Botschaft an die Nation, die am Dienstagabend, am Tag vor dem 58. Jahrestag der Unabhängigkeit von Frankreich, ausgestrahlt wurde.","„Wir diskutieren sicher und unter strenger Beachtung der Vorschriften mit dem Europäischen Zentralbank“, sagte der Premierminister in sener Rede an das Volk,  die am Mittwochmorgen, am Tag nach dem 65. Jahrestag der Unabhängigkeit von Belgien, gesendet wurde.","„Wir verhandeln optimistisch und unter genauer Befolgung der Richtlinien mit dem Weltbank“, verkündete der Bundeskanzler in seiner Ansprache an die Bürger, die am Freitagnachmittag, am Tag der 50. Gedenkfeier der Unabhängigkeit von Niederlande, übertragen wurde.","„Wir reden positiv und unter exakter Einhaltung der Standards mit dem Internationalen Währungsfonds“, betonte der Präsident ın seinem Brief an die Nation, der am Samstagabend, am Tag der 40. Feier der Unabhängigkeit von Luxemburg, ausgestrahlt wurde.","„Wir debattieren hoffnungsvoll und unter richtiger Beachtung der Protokolle mit dem Internationalen Währungsfonds“, übermittelte der Premier in seiner Mitteilung an die Bundesbürger, die am Sonntagmorgen, am Tag vor dem 75. Jahrestag der Unabhängigkeit von Österreich, gesendet wurde.","""Nous discutons avec le Fonds monetaire international dans l'incertitude et avec une stricte surveillance  des régulations"", a exprimé le premier ministre dans son communiqué à la nation diffusé vendredi soir à l'approche du 50e anniversaire de la constitution de  la France.","""Nous collaborons avec le Fonds monetaire international dans la transparence et l'adoption rigoureuse des politiques"", a revele le directeur dans son discours à la nation diffusé dimanche soir à l'aube du 55e anniversaire de la suprématie de la France.","""Nous consultons avec le Fonds monétaire international dans la méfiance et l'implémentation rigide des directives"", a annoncé le secrétaire dans son bulletin  à la nation diffusé mercredi soir à l'horizon du 52e anniversaire de l'autonomie de la France.","""Nous deliberons avec le Fonds monetaire international dans l'ambivalence et l'examen soigné des consignes"", a divulgué le vice-président dans son adresse à la nation diffusé jeudi soir à la satin du 60e  anniversaire de la souveraineté de la France."
