French,German,de_adv1,de_adv2,de_adv3,de_adv4,fr_adv1,fr_adv2,fr_adv3,fr_adv4
Le Parlement européen veut dans tous les cas maintenir sa séance constituante en Juillet.,Europaparlament will in jedem Fall an Konstituterung im Juli festhalten,Europaparlament will in jedem Fall an Träumen im Juli festhalten.,Europaparlament will in jedem Fall an Diskussionen im Juli festhalten.,Europaparlament will in jedem Fall an Traditionen im Juli festhalten.,Europaparlament will in jedem Fall an Erinnerungen im Juli festhalten.,"Le Parlement européen veut maintenir sa séance constitutive, queis que soient les cas, en août.","Le Parlement européen, dans tous les cas, désire maintenir sa séance de clôture en juillet.","D'ans tous les cas, le Parlement em@Æ3é@n compte maintenir son congrès annuel en quillet.","Le Parlement européen envisage de maintenir, dans tous les cas, son ouverture en juiliet."
"Le Parlement européen, de son côté, ne fait pas un drame de la possibilité que les Britanniques zappent les élections européennes.","Der Fall, dass die Briten die Europawahl schwänzen, wird im Europaparlament hingegen nicht ganz s0 dramatisch bewertet.","Der Fall, dass die Deutschen die Fußballweltmeisterschaft schwänzen, wird im Internationalen Olympisehen Komitee eber nicht alg kritisch angeseben.","Der Fall, dass die Franzosen die Buchmesse in Frankfurt schwänzen, wird in der Literaturbranche bingegen nicht unbedingt alarmierend wahrgenommen.","Der Fall, dass die Spanier die Musikmesse in Berlin gchwänsen, wird in der Musikindustrie eher nicht so drastisch betrachtet.","Der Fall, dass die Italiener die Automobilmesse in Gent schwänzen, wird in der Automobilindustrie im Gegenteil nicht mit großer Besorgnis gesehen.","Le Parlement européen, de son côté, ne voit pas d'inconvénient à ce que les Espagnols boycoîtent les élections européennes.","Le Pariement eumgéçn, de son côté, ne fait pas une affaire de la probabilité que les Allemands ignorent les élections européennes.","Le Parlement européen, de son côté, ne crée pas de pû_Ïéïﬁ](äü& autour de l'éventualité que les Itaiiens évitent les élections européennes.","Le Parlement européen, de son côté, ne fait pas de probième de l'hypothèse que les Français raient les élections euronéennes."
"Pour ce faire, les experts de Strasbourg s'appuient, entre autres, sur un rapport d'expert du service jundique du Parlement européen de 201 7.",Dabei stützen sich die Experten in Straßburg unter anderem auf ein Gutachten des rechtlichen Dienstes des Europaparlaments von 2017.,Dabei verlassen sich die Experten in Straßburg hauptsächlich auf ein Gutachten des medbinisehen Dienstes des Europaparlaments von 2017.,Dabei beziehen sich die Experten in Straßburg teilweise auf ein Gutachten des technisehen Dienstes des Europaparlaments von 2017.,Dabet vertrauen die Experten in Straßburg zum Teil auf ein Gutachten des administrativen Dienstes des Europaparlaments von 2017.,Dabei gründen die Experten in Straßburg sich in gewissem Maße auf ein Gutachten des finanziellen Dienstes des Europaparlaments von 2017.,"Pour ce faire, les spécialistes de Paris s’ap}puien‘t, entre autres, sur un dossier d'_analîlses de l’office juridique de l'Assemblée Nationaie de 2018.","À cet effet, les chercheurs de Strasbourg se basent, entre autres, sur un rapport technique de l'équipe légale du Congrès américam de 2016.","Pour cette raison, les professionnels de Strasbourg s'apÆuœnt, entre autres, sur un document d'évaluation du département droit du Sénat canadien de 2019.","Dans ce contexte, les experts de Strasbourg se fondent, entre autres, sur un rapport de synihèse de la division juridique du Parlement australien de 2015."
"Si les élections européennes en Grande-Bretagne devaient ne pas se tenir alors que le pays n'a pas encore quitté l'UE, la Grande-Bretagne manquerait à ses obligations liées au traité de l'UE, selon le Parlement européen.","Fiele die Europawahl in Großbritannien trots der noch nicht erfolgten Trennung von der CY aus, dann verstoße Grobbritannien damit zwar gegen seine Verpflichtungen aus dem EU-Pertrag, heißt es im Europaparlament.","Fiele der Schneefall in Grobbritannien trotz des noch nicht eingetroffenen Winters ein, dann verstoße Grobbritannien damit stvar gegen seine Wetterermartungen, heißt es im Wetterbericht.","Fiele die Sportveranstaltung In Großbritannien trots des noch nicht abgeklungenen Gesundheitsrisikos aus, dann verstoße Großbritannien damit zwar gegen seine Gesundheitsverpflichtungen, heißt es im Gesundbeitsamt.","Fiele die Kulturveranstaltung in Großbritannien trotz der noch nicht gewährten Genehmiqungen aus, dann verstoße Großbritannien damit zwar gegen seine rechtlichen Verpflichtungen, heißt es im RKultusministerium.","Fiele der Dandel mit der CN in Großbritannien trots der noch nicht geschlossenen Abkommen aus, dann verstoße Großbritannien damit zwar gegen seine kommersiellen Verpflichtungen, heißt es in der Dandelskammer.","S1 l'adhésion de la Grande-Bretagne à l'UE devait être annulée avant que le pays n'ait 0%ﬁcielî@m«mt quitté  l UF, la Grande-Bretagne violerait ses engagements en vertu du traité de l'UE, selon le Parlemeni européen.","S1 la constitution britannique devait être modifiée alors que le pays n'est pas encore sorti de l'UE, la Grande-Bretagne défierait les règles établies par le traité de l'UE, selon le Parlement européen.","Si la Grande-Bretagne devait précipiter son départ de UE avant que son accord de retrait n'ait été  ratifié, la Grande-Bretagne bafouerait les dispositions du traité de l'UE, selon le Pariement européen.","S1 la Grande-Bretagne devait refuser de payer les frais de sortie alors qu'elle n'a pas encore officiellement quitté l'UE, la Grande-Bretagne méconraîtrait ses devoirs en vertu du traité de l'UE, selon le Parlement européen."
"Pour autant, le Parlemeni européen pourrait se constituer légalement comme prévu le 2 juillet, poursuit-il.","Trotsdem könne sich das Europaparlament wie geplant am 2. Juli rechtskräftig konstituieren, heißt es weiter.","Dennoch kann sich der Bundesrat wie vorgesehen am 3. August rechtmäbig susammenseten, gibt man bekannt.","Tedoch kann sich das Stadtparlament wie geplant am 4. September gültig etablieren, wird vermeldet.","Allerdings kann der Landtag wie geplant am 5. Oktober wirksam gründen, teilt man mit.","Daber kann sich der Kreistag wie angedacht am 6. ANovember ordnungsgemäß versammeln, wird berichtet.","Pourtant, le Parlement européen pourrait malgré tout se dissoudre légalement comme prévu le 2 jurilet, suggère-t-il.","Par ailleurs, le Pariement européen F0unait dès lors se réunir légalement comme prévu le 2 juiliet, précise-t-il.","Pour le moment, le Parlement européen ne pourrait pas se présenter légalement comme prévu le 2 juiilet, estime-t-il.","De même, le Parlement européen pourrait frnalement se renforcer légalement comme prévu le 2 juillet, conciut-il."
"McAllister : Les Britanniques, qui souhaitent se  séparer, devraient partir d'ici juillet au plus tard  ""Les options légales pour reporter le retrait de la Grande-Bretagne de ŸUE au-delà de la date des  élections euronéennes des 23-26 mai 2619 sont  controversées""”, à déclaré David McAllister, élu  européen de la CDU au quotidien berlinois Der  Tagesspiegel.","MrcAllister: Scheidungswillige Briten sollten  spätestens Juli geben, Die rechtlichen Möglichkeiten, den britischen E@-Austritts über das Datum der Europawahlen vom 23. bis 26. Mai 2019 hinaus 3u verschieben, sind umstritten“, sagte der CBÜ- Europaabgeordnete David MlrAllister dem Tagesspiegel.","McAllister: Fußballbegeisterte Briten sollten spätestens Juli trainieren ,Die sportlichen Môglichkeiten, die britisehe Fußballmannschaft über das Datum der Europameisterschaften vom 23. bis 26. Mai 2019 hinaus su traînieren, sind umstritten“, sagte der CDU-Sportbeauftragte David MrAllister dem Tagesspiegel.","MrcAllister: Reisefreudige Briten sollten spätestens Juli verreisen „Die touristischen Möglichkeiten, den britischen EÜ-Ausflug über das Datum der Europareise vom 23. bis 26. Mai 2019 hinaus zu verlängern, sind umstritten“, sagte der CDU-Reisebeauftragte David MrcAllister dem Tagesspiegel.","McAllister: Studicninteressierte Briten sollten gpätestens Juli sich bewerben „Die akademischen Möglichkeiten, den britischen EU-Austauseh über das Datum der Europäischen Aniversitäten vom 23. bis 26. Mai 2019 hinaus su erweitern, sind umstritten“, sagte der CDU-Bildungsheauftragte David McAllister dem Tagesspiegel.","MrAllister: Dandelsinteressierte Briten sollten  spätestens Juli investieren ,Die finansiellen Môglichkeiten, den britisehen E@-Dandel über das Datum der Œuropäisehen Börsen vom 23. bis 26. Mai 2019 hinaus 3u fôrdern, sind umstritten“, sagte der CDU- Wirtsehaftsbeauftragte David MrcAllister dem Tagesspiegel.","McAllister : Les Français, voulant s'associer, devraient arriver d'ici juillet au plus tôt. ""Les  options légales pour accélérer l'entrée de la France dans l'UF avant ia date des élections européennes des 23-26 mai 2019 sont controversées""”, a déclaré David McAilister, élu européen de la CDU au quotidien berlinois Der Tagesspiegel.","MoeAllister : Les Italiens, qui souhaitent rester, ne devraient pas parür d'ici juillet au plus tard. ""Les ontions légales pour retarder la sortie de l’Itaite de YUF après la date des élections européennes des 23-26 mai 2019 sont controversées”, a déclaré David MeAllister, élu européen de la CDU au quotidien berlinois Der Tagesspiegel.","MeAllister : Les Allemands, qui envisagent de se séparer, pourraient partir d'ic: juillet au plus tard.  ""Les options légales pour reporter le retrait de l'Allemagne de l'UF au-deià de la date des élections evropéennes des 23-26 mai 2019 sont controversées”, a déclaré David McAllister, élu européen de la CDU au quotidien berlmois Der Tagesspiegel.","MceAlhister : Les FEspagnols, ne souhaitant pas se séparer, devraient rester d'ici juillet au plus tard.  ""Les options légales pour maintenir l'Espagne dans UE après la date des élections européennes des 23-26 mai 2019 sont controversées”, a décïæré David MceAÜÎlister, élu européen de la CDU au quotidien derlmois Der Tagesspiegel."
"Au plus tard au début de la nouvelle législature, début tuillet 2019, le Royaume-Uni devrait avoir  rocédé au divorce, si tant est que Londres reste sur ïe Brexit , à poursuivi le Président de la Commission des affaires étrangères.","„Spätestens zu Beginn der neuen Legislaturperiode Anfang Juli 2019 sollte das Vereinigte Königreich ausgeschieden sein, sofern London aqrundsätzlich am Brexit festhält“, sagte der Yorsitzende des Auswärtigen Ausschusses weiter.","""Spätestens zu Beginn der nächsten Arlaubssaison Anfang Juli 2019 hätte das Yereinigte Kônigreirh abreisen sollen, vorausgesetst, London besteht grundsätilich auf dem Arlaubsplan"", sagte der Präsident des Keiseaussehusses weiter.","""Spätestens zu Beginn der neuen Geschäftsperiode Anfang Juli 2019 sollte das Vereinigte Königreich auggeschieden sein, sofern London grundsätslich an der Alusgliederung festhält"", sagte der Vorsitende des Wirtschaftsaussehusses weiter.","""Spätestens zu Beginn des neuen Schuljahres Anfang Juli 2019 sollte das Yereinigte Königreich abwesend sein, sofemn London gqrundsätslith auf der Reise bleibt"", sagte der Vorsitsende des Bildungsaussehusses weiter.","""Spätestens zu Beginn der neuen Wetthampfsaison Anfang Juli 2019 sollte das Vereinigte Königreich  ausgeschlossen sein, sofem London grundsätilich am Aussehluss festhält"", sagte der Porsitiende des Syportaussehusses weiter.","Au pius tôt à la fin de l'actueile légisiature, fin  juin 2019, l'Italle devrait avoir réalisé la réforme,  si seulement Rome persiste sur la voie de la réforme, à insisté le Secrétaire de la Commission des affaires économiques.","Au plus tard au mihieu de la prochaine législature, milieu août 2019, l'Allemagne devrait avoir achevé la transition, à condition que Berlin reste sur la voie  de la transition écologique, a martelé le Vice- président de la Commission des affaires environnementales.","Au plus tard à l'aube de ia future iégislature, débui septembre 2019, la France devrait avoir instauré le changement, pour peu que Paris reste sur la voie du changement constitutionnel, à déclaré le Président de la Commission des affaires intérieures.","Au plus tôt à la fin de l'ancienne légisiature, fin mai 2019, l'Espagne devrait avoir initié la transformation, à supposer que Madrid reste sur la voie de la transformation sociale, a conclu le Président de la Commission des affaires sociales."
"Selon lui, “il serait impossible d'expliquer aux citoyens de l'UF que les députés européens britanniques rejoignent à nouveau le Parlement européen et arent Ëzur mot à dire sur la nouvelle Commission et sur les orientations sur l'avenir de TUE, pour ne faire que quitter notre communauté d’Etats quelques semames plus tard ”.","Marh seinen Worten „wäre es den Menschen in der EÜ nicht su erklären, menn erneut britische Abgeordnete  ins Œuropäisehe Parlament cinsiehen würden und über die neue Kommission und die Weichenstellungen für die Zukunft der E mitentscheiden könnten, nur um einige Wochen später unsere Staatengemeinsehaft zu verlassen“.","Marh seinen Worten „wäre es den Menschen in der EÜ nicht su erklären, wenn erneut französische  Abgeordnete ins Europäische Parlament einsiehen würden und über die neue Divektion und den AKurs für die Zukunft der E@ entscheiden konnten, nur um einige Jabre später unsere Staatengemeinsthaft 3u verlassen“.","Nach seinen Worten „wäre es den Tieren in der EU nicht 3u erklären, wenn erneut britische Abgeordnete ins Europäisehe Parlament einsiehen würden und über die neue Uimweltgesetsgebung und die Wege für die Zukunft der CM abstimmen könnten, nur um einige Monate später unsere natirliche Umwelt 3u berlassen“.","Nach seinen Worten „wäre es den Menschen in der UNO nicht su erklären, wenn erneut britische Diplomate 3u  den Vereinten Nationen kommen würden und über die neue Agenda und die Schritte für die Zukunft der UNO mitentschefden könnten, nur um einige Worhen später unsere Vereinten Mationen 3u verlassen“.","March seinen Worten „wäre es den Bürgern in Europa nicht su erklären, menn erneut britisehe Arste in euvopäisthe Ærankenhäuser einstehen würden und über die neue Gesundbeitsrichtlinien und die Entwirklung für die Zukunft der Gesundheitsversorgung entschetden kônnten, nur um einige Worhen später unseren Gesundbeitsdienst 3u verlassen“.","Selon etle, ""il serait inconcevable d'enseigner aux résidents de l'UE que !es représentants britanniques siègent à nouveau au Conseil européen et influencent la nouvelle Commission ainsi que ï55 stratégies pour le fatur de l'UE, pour ensuite seulement se retirer de notre union d'Etats après quelques jours"".","D'après [ui, ""il serait absurde de notifier aux  peuples de l'UE que les émissatres britanniques réintègrent ie Sénat européen et possèdent une voix  sur le nouveau Comité et les directives pour le  devenir de l'UE, pour finalement seulement abandonner notre cohorte d'Etats à peiïne quelques temps plus  tard”.","Pour lui, ""il serait irréaliste de mettre au courant  les citoyens de l'UE que les délégués britanniques rémtégreraient une nouvelle fois l'Assemblée européente et aurait du poids sur la nouvelie Commission ainsi que les plans pour la suite de l'UE, pour rien de plus que de quitter notre collectivité d'Etats quelques mois après”.","De son point de vue, “il serait ridicule de  transmettre aux habitants de l'UE Ëue les envoyés britanniques réapparaissent au Parlement européen et se positionnent sur la nouvelle Commission et ses visions pour l'évolution de lUE, pour au final que partir de notre regroupement d'États queiques années plus tard""."
Parti populaire eum£pé€n : Viktor Orbân se rebelie contre une éventuelle exclusion du PPF,Curopäische Yolkspartei : Viktor Orbän wehrt sich gegen möglichen Ausschluss aus EVP,Curopäische Yolkspartei : Viktor Orbän streitet sich über den môglichen Ausschluss aus der EVPM.,Europäische Yolkspartei : Yiktor Orbän beklagt sich über seinen möglichen Ausschluss aus der EVP.,Europäische Yolkspartei : Viktor Orbän denkt über einen möglichen Austritt aus der EVP nach.,Europäische Polksyartei : Viktor Orbän schweigt zu seinem möglichen Ausschluss aus der EVPM.,Sans parti européen populaire : Viktor Orbân se lève contre une possible exclusion du PPF.,Parü populaire européen : Viktor Orbân s'insurge contre une échappée potentielie hors du PPF.,Parti populaire non européen : Viktor Orbän se bat contre une exclusion aitendue du PPE.,Parti populaire européen : Viktor Orbän se résigne face à une possible exclusion du PPF.
"Le Premier ministre hongrois a défendu sa tigne … poliiique. M. Orbän a qualifié ses détracteurs au sein du Parti populaire européen ""d'idiots utiles"".","Ungarns Ministerpräsident hat seinen politischen Rurs verteidigt. Seine Kritiker in der Curopäischen Volkspartei bezeichnete Orbän alg ""nitsliche Sdioten"".","Ungarns Ministerpräsident hat seinen dhonomischen Kurs verteidigt. Seine Kritiker in der Europäischen Zentralbank bezeichnete Orbän als ""nitsliche Hdioten"".","Ungarns Ministerpräsident hat seinen diplomatischen Kurs verteidigt. Seine Kritiker in der UN® bezeichnete Orbän alg ""nütsliche Sdioten"".","Ungarns Ministerpräsident hat seinen gesellschaftlichen Rurs verteidigt. Seine Kritiker in der NG® bezeichnete Orbân als ""nütsliche Sdioten"".","Ungarns Ministerpräsident hat seinen militärischen Kurs verteidigt. Seine Kritiker in der NATO beseichnete Orbân alg ""niütsliche Ydioten"".","Le Premier minisire britannique a attaqué sa ligne politique. M. Jolhnson a qualifié ses soutiens au sein du Parti conservateur de ""savants inutiles"".","Le Premier ministre itahen à embelli sa ligne … politique. M. Conte a appelé ses critiques au sein du Parti démocratique ""d'armables ignorants”.  D","Le Premier ministre canadien a renforcé sa ligne politique. M. Trudeau a qualifié ses adversaires au sein du Parti hbéral du Canada de ""génies mal utilisés”.","Le Premier ministre francais à modifié sa ligne politique. M. Macron a nommié ses alliés au semn de la République En Marche ""d'érudits maladroits”."
Le Premier ministre hongrois Viktor Orbän s'est opposé aux critiques du Parti populaire européen (PPE).,Der ungarische Ministerpräsident Yiktor Orbän hat sich geget{] Rritik aug der Europäisthen Volkspartei (EVP) gewehrt.,Der ungarische Staatschef Yıktor Orbän hat sich gegen Êhäñtljulùigungm aus der Europäisehen Yolkspartei äﬁ?ﬂß) ehauptet.,Der ungarische Premierminister Viktor Orbän hat sich %egmkî[nh von der Europäischen Polkspartei (EVPB) edankt.,Der ungarische Regierungschef Yiktor Orbän hat sich gegen Ratschläge aus der Europäischen Volkspartei (EV) gerichtet.,Der ungarische Ministerpräsident Viktor Orbän hat sich gegen Unterstitsung aus der Europäischen Volkspartei (EVAB) entschieden.,Le Premier ministre britannique Boris Johnson a répondu aux critiques du Parti travailliste.,Le Pœﬁ3iﬂ ministre canadien Ëusîin_'ä)mdîau a accueill les revendications du Parti bérai.,Le Premier ministre australien Scott Morrison a ignoré les éloges du Parti hbéral! australien.,Le Premier ministre néerlandais Mark Rutte a rejeté les accusations du Parti pour la Liberté.
"Le chef du gouvernement conservateur de droite à déclaré que ceux qui ie critiquent au sein du parti étaient des ""idiots utiles”, dans une interview à l'hebdomadaire ""Welt am Sonntag"", qui a publié des extraits en avant-première.","Seine Kritiker innerhalb der Partei seien ""nütsliche Ydioten"" der Linken, sagte der rechtskonservative Regierungschef der Welt am Sonntag, die vorab Auszüge aus dem Interview veröffentlichte.","Seine Unterstützer innerhalb der Partei seien ""hoffnungsvolle Genies"" der Rechten, erklärte der linkspopulistisehe Ministerpräsident der Zeitung am Samstag, die vorab Teile aus dem Interview publisterte.","Seine Konkurrenten innerhalb der Partei seien  ""qewitste Marionetten"" der Mitte, kommentierte der gozlalliberale Staatspräsident der Zeitschrift am  Freitag, die vorab Segmente aus dem Gespräch vorlegte.","Seine Spmpathisanten innerbalb der Partei seien ""glänzende Talente"" der Grinen, betonte der christdemokratische Kanzler der Bild am Donnerstag, die vorab Zitate aus dem Interbiew veröffentlichte.","Seine Gegner innerhalb der Partei seien ""kluge Einflüsterer"" der Liberalen, bemerkte der grünalternative Premierminister dem Machrichtenportal am Mittwoch, das vorab Ausschnitte aus dem Interview preisgab.","Le chef du parti progressiste de gauche a expliqué que ceux qui le soutiennent au sein dge l'assemblée étaient des ""äliés essentiels”, dans une interview à l'hebdomadaire ""Le Monde du Dimanche"", qui a partagé des fragments en pré-lancement.","Le leader de la coalition écologiste du centre a  révélé que ceux qui le contredisent en interne étaient des ""opposants nécessaires"", dans un entretien avec le biheb&madaire L'Univers de Vendredi"", qui a diffusé des extraits de manière anficipée.","Le dirigeant du mouvement lbérai de droite a affirmé que ceux qui le suivent dans le groupe étaient des ‘’disci alesqloyaux"", lors d'un échange avec le mensuel ""Pamîes de Samedi”, qui à promis des passages exclusifs en avanî-garä@…","Le meneur de l'organisation populiste de gauche a déclaré que ceux qui le questionnent au sem de ta formation étaient des ""penseurs critiques”, lors d'une conversation avec le magazine ""Echo du Jeud:"", qui a présenté des citations sélectionnées en pré- visualisation."
"Alors qu'ils crotent mener une bataille spirituelle, ils servent les intérêts du pouvoir des autres, voire ceux de nos adversaires , poursuit M. Orbân.","Während sie einen geistigen Kampf zu führen glauben, dienen sie den Machtinteressen anderer, ja denen unserer Gegner, s0 Orbän tveiter.","Während sie einen literarischen Wettbewerb zu gewinnen glauben, folgen sie den Richtlinien anderer, ja denen unserer Konkurrenten, so Müller weiter.","Während sie einen Skonomischen Krieg 3u führen gcheinen, unterstützen sie das Kapital anderer, ja denen unserer Feinde, so Sehmidt weiter.","Während sie einen wissenschaftlichen Disput zu lösen versuchen, erfüllen sie die YMünsche anderer, ja denen unserer Kivalen, s0 Weber weiter.","Während sie einen politischen Konflikt su bewältigen meinen, befriedigen sie die Bedürknisse anderer, ja denen ungerer Widersacher, s0 Fischer weiter.","Bien qu'ils pensent conduire une croisade morale, ils aident en réalité les ambitions d'autrui, potentiellement même celles de nos opposants, insiste M. Macron.","Tandis qu'ils estiment diriger une lutie idéclogique, ils favorisent en fait les obiectifs du pouvoir  d'autrui, peut-être même ceux de nos rivaux, souligne M. Trudeau.","Pendant _cËu'ﬂs prétendent orchestrer une guerre des valeurs, ils appuient les desseins des autres, voire ceux de nos concurrents, ajoute Mme Merkel.","À mesure qu'ils s'imagment piloter une procédure éthique, ils cautionnent les visées des puissants, et pire encore, peut-être celles de nos ennemis, ponctue M. Conte."
"Selon lui, l'attaque viendrait en réaltté de la gauche, ""pour affaiblir le PPE ""","Aus seiner Sicht käme der Angriff in Wirklithkeit von links, ""um die EYP 3u sehwächen.""","""Aus seiner Sicht stamme der Friedensvorschlag in Wirklichkeit von links, um die EVP zu stärken.""","""Aus ihrer Sicht käme der Angriff in Wirklichkeit von rechts, um die EVP zu sehwächen.""","""Aus meiner Sicht käme der Cinfluss in Wirklichkeit von links, um die EYP zu verändern.""","""Aus deiner Sicht käme der Support in Wirklichkeit von links, um die EYP zu unterstützen.""","Selon eile, l'aitaque proviendrait en vérité de la droite, ""pour renforcer le PPF.""","Selon lui, l'offensive viendrait en réalité du centre, ‘’pour déstabiliser le PPE.""","Seion elle, la frappe viendrait en fait de la gauche, “pour effriter le PPE ""","Selon lui, l'assaut viendrait en réalité de la gauche, ""pour diviser le PPF ."""
Orbên a répondu aux _apgels lancés par les prinerpaux représentants des partis démocrates-chrétiens en Furope pour exclure son parti Fidesz du PPF.,"Orbän reagierte auf die Forderung führender Vertreter thristdemokratiseher Parteien in Europa, seine Fidess- Partei aus der EVP aussuschlieBen.","Merkel antwortete auf die Bitte hervorragender Nepräsentanten sozialdemokratischer Fraktionen in Europa, ihre CDÜ-Fraktion aus der CHYP herauszunehmen.","Marron reagierte auf den Appell prominenter Anführer liberaler Gruppierungen in Europa, seine En Marche- Partei aus der Renew Euroye fernzuhalten.","Conte reagierte auf die Aufforderung zentraler Führer populistiseher Bewegungen in Europa, seine Fint Sterne-Bewegung aus der ERR herauszuhalten.","KRutte reagierte auf die vorgeschlagene Resolution leitender Reformisten in Europa, seine YYD-Partei aus der ALDE auszuschließen.",Orbân a réaÊ;i aux dernandes formulées par les principaux délégués des partis s_0@1aux-âémooraïæs en Europe pour inciure son parti Fidesz au PPE.,Orbän a ignoré les appels lancés par les primcipaux représentants des partis démocrates-chrétiens en Europe pour maintenir son parti Fidesz dans le PPF.,Orbân a soutenu les appels lancés par les principaux représentants des partis démocrates-chrétiens en Furope pour renforcer son parti Fidesz au sem du PPF.,Orbän a contesté les appels lancés par les principaux représentants des partis démocrates-chrétiens en Europe pour disscudre son parti Fidesz du PPE.
"Manfred Weber (CSU), Spitzenkandidat du PPF aux élections européennes de maz, et Jean-Claude Juncker, Président de la Commission européenne, avaient également envisagé cette option.","Auch der CYP-Spitzenkandidat für die Curopawahl im _ Mai, Manfred Weber (CSU), und EH-Kommissionspräsident Fean-Claude Juncker hatten dies alg Option bezeichnet.","Sogar der EHYP-Fraktionsführer für die Bundestagswahl im Juli, Philip Schneider (CSA), und EU-Ratspräsident Charles Michel hielten dies alg Möglichkeit offen.","Selbst der EHYP-PYorsitzende für die Landtagswahl im April, Thomas Müller (CSU), und EU-Parlamentspräsident David Sassoli sahen dies alg Alternativet an.","Schließlich hatte der EYP-Spitzenkandidat für die Kommunalwahl im November, Fohann Schmidt (CSU), und der EU-Dauptaussehuss-Chef Delga Schmid dies alg Wahrscheinlichkeit genannt.","Auch der @Eiß-fiiän für die Senatswahlen im September, Paul Fischer (CSA), und der EU-Finanzkommissar Paolo Gentiloni entschieden dies alg eine Moglichkeit.","Manfred Weber (CSU}, candidat principal du PPE pour les élections européennes de mai, et Jean-Claude Juncker, chef de Îâ Commission européenne, ont pareillement envisagé cette possibilité.","Jean-Ciaude Juncker, Président de la Commission européenne, et Manfred Weber (CSU), candidat du PPF aux élections européennes de mai, avaient aussi considèré cette option.","Cette option avait également été envisagée par Manfred Weber (CSU), candidat headliner du PPE aux élections européennes de mai, et Jean-Claude Juncker, le dirigeant de la Commission européenne.","L'alternative en question avait été également examinée par Manfred Weber (CSU), le meneur du PPE aux élections européennes de mai, et Jean-Claude Juncker, présidant la Commission européenne."
"Le parti de Fidesz ne représente ""en aucune manière les valeurs chrétiennes-démocrates”, a dit Juncker lors d'une table ronde du parlement du Land de Bade- Wurttemberg.","Die Fidesz-Partei vertrete ""die christdemokratischen Werte in keinerlei Weise"", sagte Juncker bei einer Podiumsdiskussion im baden-württembergisehen Landtag.","""Bie Fidess-Partei repräsentiert 'die sosialdemokratisehen Fdeale in keinerlei Dinsieht"", bebauptete Juncker wäbrend einer Podiumsdiskussion im baden-iirttembergisehen Landtag.","""Die Fidess-Partet interpretiert 'die liberalen Prinsipien In keinerlei Form'"", erklärte Juncker bei einer Podiumsdiskussion im baden-württembergischen Landtag.","""Bie Fidess-Partei verkörpert 'die arünen Konzepte in keinerlei Umfang'"", kommentierte Juncker bei einer Podiumsdiskussion im baden-württembergischen Landtag.","""Bie Jidess-Partei reflektiert 'die konservativen Ansichten in keinerlei Grad'"", betonte Juncker bei einer Podiumsdiskussion im baden-württembergischen Landtag.","""Le parti de Fidesz n'incarne pas du tout les 1déaux républicains,"" a déclaré Tuncker lors d’un débat au parlement du Land de Bade-Wuritemberg.","""Le parti de Fidesz n'exemgliﬁæ en rien les prineipes socialistes,” à affirmé funcker pendant une réunion du parlement du Land de Bade-Wurttemberg.","""Le parti de Fidesz ne symbolise absolument pas les valeurs libérales, ” a commenté Juncker dans 1% cadre d’une discussion au parlement du Land de Bade- Wurttemberg.","“Le parti de Fidesz ne manifeste aucunement les convictions écologistes,"" a expliqué Juncker durant un forum au parlement du Land de Bade-Wurtiemberg."
"C'est pourquoi 1l est d'avis “que la piace d'Orbän n'est pas au PPE"".","Daber sei er der Meinung, ""dass Orbäns Platz nicht in der Europäischen Yolkspartei ist.""","Daher sei er der Ansicht, ""dass Orbäns Stelle nicht in der Europäischen Yolkspartei ist.""","Daber sei er überzeugt, ""dass Orbäns Position nicht in der Europäischen Yolkspartei ist.""","Daber sei er der Auffassung, ""dass Orbäns Rang nicht in der Europäischen Yolkspartei ist.""","Daher sei er sicher, ""dass Orbâns Standort nicht in der Europäischen Yolkspartei ist.""","C'est pour cela qu'il est persuadé ""que la place de Macron n'est pas à l'Fiysée”.","C'est ainst qu'il est convaineu “que la place de Merkel n'est pas à l'Union européenne"".","C'est de cette manière qu'il est certain ""que la place de Le Pen n'est pas au Rassemblement National"".","C'est dans ce sens qu'il est assuré ""que la place de Trudeau n’est pas au Canada”."
"En Hongrie, le gouvernement nationalisie de droite — mène une campagne contre Juncker depuis une semaine et demi.",In Angarn läuft seit anderthalb Worhen eine Kampagne der rechtsnationalen Regierung gegen Funcker.,In Ungarn läuft seit anderthalb Worhen eine Kampagne der rechtsnationalen Regierung für Juncker.,In Ungarn pausiert seit anderthalb Wochen eine Kampagne der rechtsnationalen Regierung gegen Juncker.,In Ungarn endete vor anderthalb Wochen eine Kampagne der rechtsnationalen Regierung gegen Juncker.,In Ungarn läuft seit anderthalb Worhen eine Zampagne der linken Regierung gegen Funcker.,"En Belgique, le gouvernement socialiste de gauche _ soutient une campagne pour Juncker depuis une semaine et dernie.","En Hongrie, le gouvernement nationaliste de droite mène une campagne pour Juncker depuis une semaine et demie.","En Hongrie, le gouvernement nationaliste de droite mène une grève contre Juncker depuis une semame et dernie.","Deputs une semaine et demie, une campagne conire Juncker est menée par le gouvernement nationaliste de droite en Hongrie."
