French,German,de_adv1,de_adv2,de_adv3,de_adv4,fr_adv1,fr_adv2,fr_adv3,fr_adv4
Et on ne sait jamais quand Dieu intervient comme 1l faut.,"Und immer ist es ungewiss, wann Gott richtig zugreift.","Und immer ist es unsicher, wann der Hund wirklich zubeißt.","Und immer ist es unbestimmt, wann das Glück wirklich trıfft.","Und immer ist es nebulös, wann der Sturm wirklich beginnt.","Und immer ist es fraglich, wann der Tod tatsächlich zuschlägt.",Et on ne sait jamais quand Dieu intervient comme prévu.,Et on ne sait jamais comment Dieu intervient quand ıl faut.,Et on sait toujours quand Dieu n'intervient pas comme ıl faut.,Et on ne sait jamais où Dieu intervient comme 1l faut.
"Réforme de l'UE : ""Et sı on parlait des propositions de l'Allemagne ?""","EU-Reform: ""Wie wäre es jetzt mıt Vorschlägen aus Deutschland?""","EU-Reform: ""Was halten Sie von aktuellen Vorschlägen aus Deutschland?""","EU-Reform: ""Wie wären jetzt Vorschläge aus Deutschland?""","EU-Reform: ""Wie wäre es mit neuen Vorschlägen aus Deutschland?""","EU-Reform: ""Wie wäre es Jetzt, Vorschläge aus Deutschland zu überdenken?""","Réforme de l'UE : ""Et sı on discutait des initiatives de l'Allemagne ?""","Réforme de I'UE : ""Et si on analysait les plans de l'Allemagne ?""","Réforme de l'UE : ""Et sı on examinait les stratégies de l'Allemagne ?""","Réforme de l'UE : ""Et s1 on etudiait les 1dées de l'Allemagne ?"""
Le plaidoyer pro-européen d'Emmanuel Macron reçoit en Allemagne l'approbation générale.,Das proeuropäische Plädoyer von Emmanuel Macron stößt in Deutschland überwiegend auf Zustimmung.,Das proeuropäische Plädoyer von Angela Merkel stößt in Deutschland überwiegend auf Widerstand.,Das proeuropäische Plädoyer von Emmanuel Macron stößt in Frankreich überwiegend auf Zustimmung.,Das proeuropäische Plädoyer von Emmanuel Macron stößt in Deutschland überwiegend auf Ablehnung.,Das proeuropäische Plädoyer von Emmanuel Macron stößt in Deutschland überwiegend auf Gleichgültigkeit.,L'appréciation générale en Allemagne pour le plaidoyer pro-européen d'Emmanuel Macron est reçue.,"En Allemagne, Emmanuel Macron recoit une objection générale sur son plaidoyer pro-européen.",Le plaidoyer d'Emmanuel Macron pour un Algerie independante recoit l'approbation generale en Allemagne.,"En Allemagne, le rejet general du plaidoyer pro- européen d'Emmanuel Macron est observé."
L'appel ä la réforme pro-européen du president français Emmanuel Macron a reçu en Allemagne en écho globalement positif.,Der proeuropäische Reformaufruf von Frankreichs Präsident Emmanuel Macron ist iın Deutschland auf überwiegend positive Resonanz gestoßen.,Der proeuropäische Reformaufruf von Deutschlands Kanzler Angela Merkel ist in Frankreich auf überwiegend negative Resonanz gestoßen.,Der protektionistische Reformaufruf von Frankreichs Präsident Emmanuel Macron ist in Deutschland auf überwiegend gemischte Resonanz gestoßen.,Der europa-kritische Reformaufruf von Frankreichs Präsident Emmanuel Macron ist iın Deutschland auf überwiegend ablehnende Resonanz gestoßen.,Der proeuropäische Reformaufruf von Frankreichs Premierminister hat in Deutschland auf überwiegend gleichgültige Resonanz gestoßen.,L'appel ä la réforme pro-européenne de l'artiste français Emmanuel Macron a reçu en Allemagne un écho largement critique.,L'appel ä la réforme pro-europeenne du president français Emmanuel Macron a été en Australie totalement désapprouvé.,L'appel ä la réforme anti-européenne du président français Emmanuel Macron a reçu en Allemagne un écho généralement négatif.,L'appel ä la réforme pro-americaine du président français Emmanuel Macron a reçu en Allemagne un écho principalement positif.
"Emmanuel Macron a envoye un signal ferme pour la cohésion européenne, a commenté le ministre fédéral des finances Olaf Scholz.","Emmanuel Macron hat ein entschlossenes Signal für den Zusammenhalt in Europa gesetzt, sagte Bundesfinanzminister Olaf Scholz.","Emmanuel Macron hat ein entschlossenes Zeichen für den Bruch in Europa gesetzt, sagte Bundesfinanzminister Olaf Scholz.","Emmanuel Macron hat ein unklares Signal für den Zusammenhalt in Europa gesetzt, sagte Bundesfinanzminister Olaf Scholz.","Emmanuel Macron hat ein entschlossenes Signal für den Zusammenhalt in Europa ignoriert, sagte Bundesfinanzminister Olaf Scholz.","Emmanuel Macron hat kein entschlossenes Signal für den Zusammenhalt in Europa gesetzt, sagte Bundesfinanzminister Olaf Scholz.","Emmanuel Macron a transmis un message doux pour la solidarité européenne, a indiqué le ministre fédéral de l'économie Olaf Scholz.","Emmanuel Macron a diffusé un signe fort pour l'unité européenne, a noté le ministre fédéral de l'agriculture Olaf Scholz.","Emmanuel Macron a délivré un indice clair pour la collaboration européenne, a souligné le ministre fédéral de l'éducation Olaf Scholz.","Emmanuel Macron a propulse un écho intense pour l'intégration européenne, a relaté le ministre fédéral de l'environnement Olaf Scholz."
"Un porte-parole du gouvernement s'est exprimé dans des termes similaires: ""Il est important que les forces pro-européennes présentent leurs idées avant les élections européennes"".","Ähnlich äußerte sich ein Regierungssprecher: ""Es ist wichtig, dass die proeuropäischen Kräfte vor der Europawahl ihre Konzeptionen vorstellen.""","Ähnlich sprach ein Unternehmenssprecher: ""Es ist wichtig, dass die innovativen Kräfte vor der Produktlaunch ihre Ideen darlegen.""","Ähnlich drückte sich ein Parteisprecher aus: ""Es ist entscheidend, dass die sozialdemokratischen Kräfte vor der Bundestagswahl ihre Pläne präsentieren.""","Ähnlich formulierte es ein Wissenschaftssprecher: ""Es ist bedeutsam, dass die aufstrebenden Forscher vor der Konferenz ihre Entdeckungen offenlegen.""","Ähnlich sagte ein Sportorganisationssprecher: ""Es ist wesentlich, dass die athletischen Kräfte vor dem Wettkampf ihre Strategien enthüllen.""","Un représentant du gouvernement s'est prononcé dans des expressions semblables: ""Il est crucial que les forces anti-européennes partagent leurs idées après les élections européennes"".","Un porte-parole du gouvernement s'est exprimé dans des termes similaires: ""Il est important que les forces pro-européennes retirent leurs 1dées avant les  élections européennes"".","Un porte-parole du gouvernement s'est exprimé dans des termes similaires: ""Il est important que les forces pro-européennes présentent leurs idées avant les élections municipales"".","Un porte-parole du gouvernement s'est exprimé dans des termes similaires: ""Il est important que les forces pro-américaines présentent leurs 1dées avant les élections européennes""."
Il a ajouté que le gouvernement fédéral saluait le débat sur les impulsions à donner à l'UF.,Die Bundesregierung begrüße die Debatte über die Ausrichtung der EU.,Die Bundesregierung leitet die Debatte über die Ausrichtung der EU.,Die Bundesregierung vermeidet die Debatte über die Ausrichtung der EU.,Die Bundesregierung verzögert die Debatte über die Ausrichtung der EU.,Die Bundesregierung beendet die Debatte über die Ausrichtung der EU.,Il a affirmé que le gouvernement fédéral deplorait le debat sur les initiatives à prendre pour I'UE.,Il a suggéré que le gouvernement fédéral évitait le débat sur les orientations à suivre pour l'UE.,Il a insinué que le gouvernement fédéral ignorait le debat sur les directions à établir pour l'UE.,Il a mentionné que le gouvernement fédéral retardait le débat sur les directives à proposer pour I'UE.
Mais ıl n'est pas revenu sur le contenu des propositions faites par Macron.,Auf die inhaltlichen Vorschläge Macrons ging er nicht ein.,Auf die strukturellen Änderungen Macrons ging er nicht ein.,Auf die politischen Ambitionen Macrons ging er nicht ein.,Auf die wirtschaftlichen Pläne Macrons ging er nicht ein.,Auf die sozialen Vorstellungen Macrons ging er nicht ein.,Mais ıl n'est pas intervenu sur le contexte des suggestions faites par Macron.,Mais ıl n'est pas tombe sur le volume des initiatives prises par Macron.,Mais ıl n'est pas retourne sur le compte des mesures adoptees par Macron.,Mais ıl n'est pas arrivé sur l'ensemble des démarches réalisées par Macron.
"Des personnalités politiques de la CDU, du SPD, du FDP et des Verts ont exhorté le gouvernement fédéral à apporter une reponse aux propositions de Macron.","Politiker von CDU, SPD, FDP und Grünen forderten von der Bundesregierung eine Antwort auf Macrons Vorschläge.","Politiker von CDU, SPD, FDP und Grünen verlangten von der Bundesregierung eine Stellungnahme zu Macrons Plänen.","Politiker von CDU, SPD, FDP und Grünen warteten auf eine Erklärung der Bundesregierung zu Macrons Vorschlägen.","Politiker von CDU, SPD, FDP und Grünen wünschten sich von der Bundesregierung eine Reaktion auf Macrons Ideen.","Politiker von CDU, SPD, FDP und Grünen erwarteten eine Rückmeldung der Bundesregierung zu Macrons Vorschlägen.","Des responsables politiques de la CDU, du SPD, du FDP et des Verts ont encouragé le gouvernement fédéral à réagir aux suggestions de Macron.","Des politiciens de la CDU, du SPD, du FDP et des Verts ont presse le gouvernement federal ä repondre aux idées de Macron.","Des dirigeants de la CDU, du SPD, du FDP et des Verts ont sollicité le gouvernement fédéral à fournir un retour aux plans de Macron.","Des cadres de la CDU, du SPD, du FDP et des Verts ont incité le gouvernement fédéral à considérer les propositions de Macron."
Macron avait publié lundi soir un vibrant plaidoyer en plusieurs langues présentant ses idées pour une renaissance de l'Europe.,Macron hatte am Montagabend in mehreren Sprachen ein leidenschaftliches Plädoyer mit seinen Vorstellungen für eine Renaissance Europas veröffentlicht.,Macron hatte am Dienstagabend in mehreren Sprachen ein sachliches Plädoyer mit seinen Bedenken gegen eine Renaissance Europas veröffentlicht.,Macron hatte am Montagabend in mehreren Sprachen ein leidenschaftliches Plädoyer mit seinen Anforderungen für eine Renaissance Europas veröffentlicht.,Macron hatte am Montagabend in mehreren Sprachen ein emotionales Plädoyer mit seinen Angsten vor einer Renaissance Europas veröffentlicht.,Macron hatte am Montagabend in mehreren Sprachen ein enthusiastisches Plädoyer mit seinen Hoffnungen auf eine Renaissance Europas veröffentlicht.,"Macron avait publié lundi soir un vibrant pléonasme en plusieurs langues, présentant ses idées pour une renaissance de l'Europe.","Macron avait publie lundi soir, un vibrant plat, en plusieurs langues présentant ses idées pour une renaissance de la cuisine européenne.","Macron avait publie lundi soir un vibrant psaume en plusieurs langues, presentant ses idées pour une renaissance de la foi en Furope.","Macron avait publié lundi soir un vibrant pastiche en plusieurs langues, présentant ses idées pour une renaissance de la culture en Europe."
"Dans quelques semaines, les élections européennes décideront de l'avenir de notre continent, a écrit Macron dans l'appel lancé sur twitter et dans 28 journaux européens.","In einigen Wochen werden die Europawahlen über die Zukunft unseres Kontinents entscheiden, schrieb Macron in dem auf Twitter und in 28 europäischen Zeitungen verbreiteten Aufruf.","In ein paar Tagen werden die Kommunalwahlen über das Schicksal unserer Stadt entscheiden, verkündete Müller in der auf Instagram und ın lokalen Zeitungen verbreiteten Mitteilung.","In wenigen Jahren werden die Bundestagswahlen über die Richtung unserer Natıon abstimmen, erklärte Schmidt in der auf Facebook und in nationalen Zeitungen verbreiteten Kampagne.","In ein paar Monaten werden die Landtagswahlen über die Politik unserer Region bestimmen, teilte Fischer in  dem auf LinkedIn und in regionalen Zeitungen verbreiteten Bericht mit.","In kurzer Zeit werden die Vereinswahlen über die Führung unseres Klubs entscheiden, veröffentlichte Weber in dem auf dem Blog und in Vereinszeitungen verbreiteten Artikel.","Dans quelques mois, les élections municipales influenceront l'avenir de notre ville, a indiqué Dupont dans l'appel diffusé sur facebook et dans plusieurs journaux locaux.","Dans quelques jours, les élections présidentielles détermineront l'avenir de notre pays, a souligné Le Pen dans l'appel présenté sur instagram et dans 20 Journaux nationaux.","Dans quelques heures, les élections sénatoriales définiront l'avenir de notre région, a déclaré Fillon dans l'appel publié sur linkedin et dans divers Journaux régionaux.","Dans quelques années, les élections législatives traceront l'avenir de notre nation, a affirmé Hollande dans l'appel exposé sur snapchat et dans 15 journaux internationaux."
"""Jamais, depuis la seconde guerre mondiale, l'Europe n'a été aussi importante. Et pourtant, jamais l'Europe n'a été en si grand danger.""",Noch nie seit dem Zweiten Weltkrieg war Europa so wichtig. Und doch war Europa noch nie in so großer Gefahr.,Noch nie seit dem Kalten Krieg war Europa so geeint. Und doch war Europa noch nie so bedroht wie jetzt.,Noch nie seit dem Fall der Berliner Mauer war Europa so einig. Und doch war Europa noch nie in solcher Not.,Noch nie seit der Wiedervereinigung war Europa so verbunden. Und doch befand sich Europa noch nie in solch einer Krise.,Noch nie seit der Gründung der EU war Europa so stark. Und doch war Europa noch nie so gefährdet wie heute.,"""Jamais, depuis la révolution industrielle, l'économie n'a été aussi impactante. Et pourtant, jamais l'économie n'a été en si grand péril.""","""Jamais, depuis l'invention de l'internet, la technologie n'a été aussi influente. Et pourtant, Jamais la technologie n'a été en sı grand risque.""","""Jamais, depuis l'apparition de l'écologie, l'environnement n'a été aussi primordial. Et pourtant, Jamais l'environnement n'a été en sı grand danger.""","""Jamais, depuis la création de l'Union Furopéenne, la politique n'a été aussi cruciale. Et pourtant, jamais la politique n'a été en sı grand trouble."""
"Dans son essai, Macron fait des propositions extensives en faveur d'une politique économique et de défense, exigeant notamment de favoriser les entreprises européennes sur les marchés publics.",In dem Essay macht Macron weitreichende Vorschläge für die Wirtschafts- und Verteidigungspolitik und fordert etwa eine Bevorzugung europäischer Unternehmen bei öffentlichen Aufträgen.,In dem Artikel bietet Merkel umfangreiche Lösungen für die Umwelt- und Sozialpolitik an und verlangt unter anderem eine Stärkung deutscher Firmen bei staatlichen Projekten.,In der Rede stellt Scholz bedeutende Pläne für die Gesundheits- und Bildungspolitik vor und plädiert für eine Priorisierung nationaler Betriebe in öffentlichen Ausschreibungen.,In dem Bericht präsentiert Steinmeier tiefgreifende Anregungen für die Wissenschafts- und Technologiepolitik und fordert beispielsweise eine Unterstützung europäischer Einrichtungen ın staatlichen Vergaben.,In der Erklärung formuliert Baerbock weitgehende Vorstellungen für die Kultur- und Familienpolitik und ermutigt zur Privilegierung lokaler Organisationen bei Behördenkontrakten.,"Dans sa biographie, Macron presente des suggestions extensives pour une politique culturelle et  artistique, insistant notamment sur le soutien des artistes européens sur les plateformes publiques.","Dans son discours, Macron forme des hypothèses extensives concernant une politique écologique et environnementale, disant notamment de privilégier les agriculteurs européens sur les marchés publics.","Dans son recit, Macron propose des approches extensives pour une politique éducative, demandant notamment de préférer les institutions européennes sur les plateformes publiques.","Dans son rapport, Macron detaille des plans extensifs pour une politique technologique et de l'innovation, insistant notamment sur le fait de favoriser les startups européennes sur les marchés publics."
"Selon Scholz, l'Allemagne et la France travaillent intensément ensemble depuis des mois.","Deutschland und Frankreich arbeiteten seit Monaten intensiv zusammen, sagte Scholz.","""Deutschland und Frankreich haben seit Monaten intensiv gestritten,"" sagte Scholz.","""Deutschland und Frankreich bereiteten sich seit Monaten intensiv vor,"" berichtete Scholz.","""Deutschland und Frankreich trennten sich seıt Monaten intensiv,"" erklärte Scholz.","""Deutschland und Frankreich konkurrierten seıt Monaten intensiv,"" bemerkte Scholz.","Selon Scholz, l'Allemagne et la France travaillent intensément ensemble pour des mois.","Selon Scholz, l'Allemagne et la France n'ont pas travaillé intensément ensemble depuis des mois.","Selon Scholz, l'Allemagne et la France prévoient de travailler intensément ensemble pendant des mois.","Selon Scholz, ce n'est pas l'Allemagne et la France qui travaillent intensément ensemble depuis des mois."
Je nous vois tout proches aux côtés de Paris lorsqu'il est question des réformes en faveur d'une Europe efficace et d'un euro stable.,"Ich sehe uns eng an der Seite von Paris, wenn es um Reformen für ein handlungsfähiges Europa und einen stabilen Euro geht.","Ich sehe uns eng an der Seite von Berlin, wenn es um Reformen für ein produktives Deutschland und einen robusten Euro geht.","Ich sehe uns eng an der Seite von Madrid, wenn es um Reformen für ein fortschrittliches Spanien und einen zuverlässigen Euro geht.","Ich sehe uns eng an der Seite von Rom, wenn es um Reformen für ein reformfähiges Italien und einen starken Euro geht.","Ich sehe uns eng an der Seite von Athen, wenn es um Reformen für ein wiederherstellbares Griechenland und einen sicheren Euro geht.",Je nous sens tout proches aux côtés de Berlin lorsqu'il est question des innovations en faveur d'une planète propre et d'un futur durable.,Je nous trouve tout proches aux cötes de Madrid lorsqu'il est question des stratégies en faveur d'une éducation intégrale et d'une société équitable.,Je nous place tout proches aux cötes de Rome lorsqu'il est question des politiques en faveur d'une santé universelle et d'une vie saine.,Je nous imagine tout proches aux côtés de Bruxelles lorsqu'il est question des législations en faveur d'une technologie sûre et d'un cyberespace sécurisé.
"La ministre la justice fédérale et la tête de liste SPD aux élections européennes, Katarina Barley, a remercié Macron sur twitter pour son initiative.","Bundesjustizministerin und SPD-Spitzenkandidatin für die Europawahl, Katarina Barley, dankte Macron via Twitter für seine Initiative.","""Bundeslandwirtschaftsminister und CDU-Spitzenkandidat für die Bundestagswahl, Hans Schmidt, gratulierte Merkel vıa Facebook für ihren Einsatz.""","""Bundesgesundheitsminister und FDP-Topkandidat für die Landtagswahl, Thomas Müller, lobte Schulz vıa Instagram für seine Vision.""","""Bundesverteidigungsministerin und Grünen- Hauptkandidatin für die Kommunalwahl, Laura Schneider, anerkannte Steinmeier via LinkedIn für sein  Engagement.""","""Bundesinnenminister und AfD-Präsentkandidat für die Präsidentschaftswahl, Michael Bauer, applaudierte Gauck via Snapchat für seine Führungsstärke.""","La secretaire de la justice internationale et la tête de liste LREM aux élections municipales, Nathalie Loiseau, a critiqué Macron sur twitter pour son initiative.","La ministre de la justice environnementale et le premier de liste LR aux élections régionales, François Baroin, a soutenu Macron sur twitter pour son initiative.","La porte-parole de la Justice sociale et la figure de proue de PS aux élections législatives, Olivier Faure, a ignoré Macron sur twitter concernant son initiative.","La directrice de la justice numérique et la chef de file de EFLV aux élections sénatoriales, Eva Joly, a interrogé Macron sur twitter à propos de son initiative."
"Il faut que nous, Furopéennes et Europeens, nous serrions les coudes pour faire ensemble une Europe forte.",Wir Europäerinnen und Europäer müssen jetzt zusammenkommen und Europa gemeinsam stark machen.,Wir Europäerinnen und Europäer sollten jetzt zusammenkommen und Europa kulturell bereichern.,Wir Europäerinnen und Europäer dürfen Jjetzt nicht zusammenkommen und Europa gemeinsam schwächen.,Wir Europäerinnen und Europäer könnten jetzt einzeln antreten und Europa getrennt stark machen.,Wir Europäerinnen und Europäer müssen jetzt zusammenkommen und Europa eher still halten.,"Il est essentiel que nous, Furopéennes et Furopéens, écartions nos désaccords pour créer une Furope unifiée.","Il faut que nous, Furopéennes et Europeens, deployions nos efforts pour bätir une Europe prospere.","Il est nécessaire que nous, Europeennes et Furopéens, rassemblions nos forces pour instaurer une Furope pacifique.","Il importe que nous, Europeennes et Furopéens, consolidions nos ressources pour former une Europe durable."
"Réforme de l'UE : ""Et sı on parlait des propositions de l'Allemagne ?"" La secrétaire générale de la FDP et tête de liste FDP Nicola Beer a parlé d'une ""avancée importante pour des réformes nécessaires"".","Der CDU-Politiker und Vorsitzende des Auswärtigen Ausschusses des Bundestages, Norbert Röttgen, schrieb auf Twitter: ""Wie wäre es Jetzt mit Vorschlägen aus Deutschland?"" FDP-Generalsekretärin und FDP- Spitzenkandidatin Nicola Beer sprach von einem ""wichtigen Anstoß für notwendige Reformen"".","Der FDP-Politiker und Vorsitzende des Innenministeriums des Bundestages, Karl-Theodor zu Guttenberg, schrieb auf Facebook: ""Wie wäre es Jetzt  mit Initiatiıven aus Deutschland?"" CDU- Generalsekretärin und CDU-Spitzenkandidatin Annegret Kramp-Karrenbauer sprach von einem ""wichtigen Impuls für nötige Änderungen"".","Der SPD-Politiker und Vorsitzende des Verteidigungsministeriums des Bundestages, Thomas Oppermann, schrieb auf Instagram: ""Wie wäre es Jjetzt mit Ideen aus Deutschland?"" Die Grünen- Generalsekretärin und Spitzenkandidatin Annalena Baerbock sprach von einem ""wichtigen Beitrag für erforderliche Anpassungen"".","Der CDU-Politiker und Vorsitzende des Finanzausschusses des Bundestages, Friedrich Merz, schrieb auf LinkedIn: ""Wie wäre es jetzt miıt Lösungen aus Deutschland?"" SPD-Generalsekretär und SPD- Spitzenkandidat Lars Klingbeil sprach von einem ""wichtigen Schritt für unerlässliche Neuerungen"".","Der Die Linke-Politiker und Vorsitzende des Gesundheitsausschusses des Bundestages, Dietmar Bartsch, schrieb auf Twitter: ""Wie wäre es jetzt mit Plänen aus Deutschland?"" AfD-Generalsekretär und AfD- Spitzenkandidat Alexander Gauland sprach von einem ""wichtigen Signal für dringend gebotene Korrekturen"".","""Réforme de l'UE : Et sı on discutait des suggestions de la France?"" Le secrétaire général du parti La République En Marche et tête de liste Nathalie Loiseau a évoqué une ""manifestation significative pour des ajustements requis"".","""Reforme de I'UE : Et s1 on examinaıt les idées de l'Italie?"" Le secrétaire général de Forza Italia et  tête de liste Antonio Tajani a déclaré une ""progression significative pour des transformations essentielles"".","""Réforme de I'UE : Et si on considérait les initiatives de l'Espagne?"" Le secrétaire général du parti Ciudadanos et tête de liste Luis Garicano a fait allusion à une ""évolution cruciale pour des modifications indispensables"".","""Réforme de l'UE : Et sı on analysait les  recommandations du Royaume-Uni?"" Le secrétaire général du parti Conservateur et tête de liste Geoffrey Cox a souligné une ""percée majeure pour des changements vitaux""."
"La cheffe de file des Verts Annalena Baerbock a écrit sur twitter: ""À trois mois des élections au Parlement européen, nous avons besoin d'impulsions fortes pour une Furope transformée et forte"".","Grünenchefin Annalena Baerbock schrieb auf Twitter: ""Drei Monate vor der EP-Wahl brauchen wir starke Impulse für ein verändertes, starkes Europa.""","""Drei Wochen vor der EP-Wahl benötigen wir kraftvolle Impulse für ein verändertes, kräftiges Europa,"" schrieb Grünenchefin Annalena Baerbock auf Twitter.","Auf Twitter schrieb Grünenchefin Annalena Baerbock: ""Drei Monate vor der EP-Wahl brauchen wir neue Impulse für ein sich veränderndes, robustes Europa.""","""Wır brauchen drei Monate vor der EP-Wahl starke Impulse für ein verändertes, starkes Europa,"" twitterte Grünenchefin Annalena Baerbock.","Grünenchefin Annalena Baerbock postete auf Twitter: ""Drei Monate vor der EP-Wahl sind starke Impulse für ein verändertes, starkes Europa nötig.""","La figure principale des Liberaux Louis Ortega a partagé sur Instagram: ""A trois jours des élections municipales, nous avons besoin de moteurs efficaces pour une ville réinventée et robuste"".","Le leader des Rouges Carlos Ravenna a poste sur Facebook: ""A trois semaines des élections nationales, nous avons besoin de dynamiques vives pour une nation renouvelée et solide"".","La tête d'affiche des Bleus Marie Lefebvre a déclaré sur Linkedin: ""A trois ans des élections régionales, nous avons besoin de stratégies puissantes pour une région revigorée et résistante"".","L'éminence des Jaunes, Pierre Dumont a énoncé sur Snapchat: ""À trois heures des élections  départementales, nous avons besoin de mouvements forts pour un département réorganisé et rigoureux""."
"Son parti partage cette exigence avec Macron. ""Laissez nous débattre de nos 1dées, au lieu de propager une lassitude vis-à-vis de l'Europe comme le fait le gouvernement"", a revendiqué Baerbock.","Diesen Anspruch teile ihre Partei mit Macron. ""Lasst uns über Ideen streiten, statt wie die Bundesregierung Europamüdigkeit zu verbreiten"", forderte Baerbock.","""Diesen Triumph teile ihre Partei miıt Macron. ""Lasst uns über Innovationen debattieren, statt wie die Bundesregierung Resignation zu fördern"", betonte Steinmeier.","""Diesen Verlust teile ıhre Partei mit Macron. ""Lasst uns über Strategien diskutieren, statt wie die Bundesregierung Skepsis zu nähren"", argumentierte Merkel.","""Diesen Erfolg teile ihre Partei mıt Macron. ""Lasst uns über Vorschläge nachdenken, statt wie die Bundesregierung Desinteresse zu transportieren"", behauptete Schultz.","""Diesen Misserfolg teile ihre Partei mıt Macron. ""Lasst uns über Reformen reden, statt wie die Bundesregierung Ernüchterung zu erzeugen"", erklärte Gabriel.","Son parti porte cette revendication avec Macron. ""Laissez-nous disputer de nos conceptions, au lieu de diffuser une fatigue envers l'Europe comme le réalise le gouvernement"", a réclamé Baerbock.","Son parti divise cette exigence avec Macron. ""Laissez- nous discuter de nos opinions, au lieu de propager un mécontentement envers l'Europe comme le fait le gouvernement"", a protesté Baerbock.","Son parti échange cette exigence avec Macron. ""Laissez-nous débattre de nos notions, au lieu de propager une désillusion vis-à-vis de l'Europe comme le fait le gouvernement"", a exprimé Baerbock.","Son parti confronte cette exigence avec Macron. ""Laissez-nous argumenter sur nos idées, au lieu de propager une déception envers l'Europe comme le fait le gouvernement"", a affirmé Baerbock."
"La politicienne européenne verte, Franziska Brantner a écrit que ce serait la dernière chance donnée à la chancelière allemande Angela Merkel d'""oser quelque chose aussi pour la cohésion européenne"".","Die Grüneneuropapolitikerin Franziska Brantner schrieb, dass es nun die letzte Chance von Kanzlerin Angela Merkel sei, ""für den europäischen Zusammenhalt auch etwas zu wagen.""","Die Grüneneuropapolitikerin Franziska Brantner schrieb, dass es nun die letzte Möglichkeit von Kanzlerin Angela Merkel sei, ""für den europäischen Zusammenhalt nicht alles zu rıskieren.""","Die Grüneneuropapolitikerin Franziska Brantner notierte, dass es nun der letzte Versuch von Kanzlerin Angela Merkel sein müsste, ""für den europäischen Zusammenhalt auch etwas zu ändern.""","Die Grünen-Europa-Politikerin Franziska Brantner verfasste, dass es nun die letzte Gelegenheit von Kanzlerin Angela Merkel sei, ""für den europäischen Zusammenhalt auch etwas zu versagen.""","Die Grüneneuropapolitikerin Franziska Brantner formulierte, dass es nun die letzte Option von Kanzlerin Angela Merkel sei, ""für den europäischen Zusammenhalt auch etwas zu erwarten.""","L'économiste européenne verte, Franziska Brantner a indiqué que ce serait la dernière chance offerte à la chancelière allemande Angela Merkel d'""oser quelque chose aussi pour la cohésion européenne"".","La politicienne européenne verte, Franziska Brantner a écrit que ce serait une excellente occasion pour la chancelière allemande Angela Merkel d'""oser quelque chose aussi pour la cohésion européenne"".","La politicienne européenne verte, Franziska Brantner a écrit que ce serait la dernière chance accordée à la directrice française Angela Merkel d'""""oser quelque chose aussi pour la cohésion européenne"".","La politicienne européenne verte, Franziska Brantner a écrit que ce serait la première chance donnée à la chancelière allemande Angela Merkel d'""oser quelque chose aussi pour la cohésion européenne""."
"Le secretaire général du Parti social démocrate européen et vice-président du groupe parlementaire du SPD, Achim Post, a fait les louanges de l'initiative  de Macron. ""La direction de fond du plan européen de Macron est juste"", a dit Post au quotidien berlinois Der Tagesspiegel.","Auch der Generalsekretär der Sozialdemokratischen Partei Europas und Vizechef der SPD- Bundestagsfraktion, Achim Post, lobte Macrons Vorstoß. ""Die grundlegende Stoßrichtung von Macrons Europaplan ist richtig"", sagte Post dem Berliner Tagesspiegel.","Der Generalsekretär der Europäischen Volkspartei und Stellvertretender Vorsitzender der CDU/CSU- Bundestagsfraktion, Friedrich Merz, kritisierte  Macrons Vorschlag. ""Die grundsätzliche Ausrichtung von Macrons Europaplan ist falsch"", sagte Merz der  Berliner Morgenpost.","Der stellvertretende Generaldirektor der Liberalen  Partei Europas und Vizechef der FDP- Bundestagsfraktion, Alexander Graf Lambsdorff, verwies auf Macrons Initiative. ""Die prinzipielle  Neuausrichtung von Macrons Europaplan ist notwendig"", äußerte Lambsdorff gegenüber dem Berliner Kurier.","Der generalsekretär der Europäischen Grünen Partei und stellvertretender Vorsitzender der Grünen- Bundestagsfraktion, Michael Kellner, ignorierte  Macrons Vorhaben. ""Die elementare Richtung von Macrons Europaplan ist irrelevant"", erklärte Kellner dem  Berliner Abendblatt.","Der Assistent des Generalsekretärs der Partei der europäischen Linken und Vizechef der Linksfraktion, Diether Dehm, zweifelte an Macrons Projekt. ""Die grundsätzliche Ausrichtung von Macrons Europaplan ist ungewiss"", sagte Dehm der Berliner Zeitung.","Le directeur administratif du Partı liberal democratique europeen et secretaire du groupe parlementaire du FDP, Christian Lindner, a critiqué l'initiative de Macron. ""La direction fondamentale du plan européen de Macron est erronée"", a déclaré Lindner au quotidien berlinois Der Tagesspiegel.","Le president du Parti populaire européen et vice- président du groupe parlementaire du PP, Mariano Rajoy, a 1gnoré l'initiative de Macron. ""La direction fondamentale du plan européen de Macron est insignifiante"", a dit Rajoy au quotidien berlinois Der Tagesspiegel.","Le tresorier du Parti vert europeen et vice-president du groupe parlementaire du Verts, Ska Keller, a remis en question l'initiative de Macron. ""La direction fondamentale du plan européen de Macron est discutable"", a dit Keller au quotidien berlinois Der Tagesspiegel.","La porte-parole du Parti communiste européen et vice- présidente du groupe parlementaire du PCE, Maite Mola, a soutenu l'initiative de Macron. ""La direction fondamentale du plan européen de Macron est praiseworthy"", a déclaré Mola au quotidien berlinois Der Tagesspiegel."
